登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
097法登他000011,1,2,吳三龍,33,0970125,0970220,0970221,2冊3頁,2,15,薛保綸,財團法人台灣省嘉義市私立輔仁高級中學,0540226,嘉義市吳鳳南路270號,創辦私立輔仁中學並謀其發展為目的。,天主教聖言會總會捐助。,台灣省政府教育廳，民國五十一年七月二十日教二字第02887號。,無限期,256586848.00,1,0970220,0970704,0970227,,,,,,
097法登他000012,2,2,吳三龍,355,0970125,0970215,0970218,13冊39頁,2,2,鄧安成,社團法人台灣桑耶般若佛學會,0950117,嘉義市圓福街2-2號3樓,宏揚般若法脈，發揚正知正見之如來政法，注入佛教世界化之新契機。,入會費，常年會費，會員捐款，事業費，委託收益，基金及其孳息，其他收入。,內政部中華民國94年6月10日台內社字第0940077349號函,永久性,90000.00,1,0970215,0970704,0970501,,,,,,
097法登他000013,1,2,吳三龍,265,0970128,0970219,0970220,10冊35頁,1,3,陳璽安,財團法人稻江科技暨管理學院,0890327,嘉義縣朴子市大葛里學府路2段51號,"一、響應政府鼓勵私人捐資興學之既定政策而興辦稻江科技暨管理學院。二、加強產業諮詢服務及建教合作。三、提供地區民眾進修高等教育機會，實現高等教育全民化及終身學習理想。四、造福地區學子就近享受教育資源。五、  充實高等教育資源均衡教育發展。六、培育地區科技及產業管理人才。",由創辦人陳璽安等人捐助,教育部、中華民國八十九年一月十四日、台(八九)高(三)字第八九００五七一五號,永久,1149503456.00,1,0970219,0970704,0970306,,,,,,
097法登他000014,1,2,吳三龍,64,0970219,0970221,0970222,3冊43頁,1,13,張耀華,財團法人大同技術學院,0620531,嘉義市彌陀路253號,以創辦大同技術學院，並謀其發展。,由創辦人朱榮貴、程傑慷等十七人捐贈,教育部中華民國61年7月25日台(61)專字第17204號令,永久,967994235.16,1,0970221,0970704,0970303,,,,,,
097法登他000015,2,2,吳三龍,292,0970221,0970229,0970229,11冊31頁,2,5,賴萬鎮,社團法人嘉義市社區大學發展協會,0910320,嘉義市民生南路363號,為推動嘉義市教育之普及，協助失學人士獲得高等教育之機會及提供社會人士終身學習的管道，並配合協助政府推展全民教育之理念，協助社區大學之發展，特結合教育學者、社會賢達、企業單位成立本協會,會員會費收入,"嘉義市政府八十八年十二月二十一日 八八府社行字第五四六號",永久,5646772.00,1,0970229,0970704,0970311,,,,,,
097法登他000016,1,2,吳三龍,228,0970303,0970307,0970312,9冊25頁,2,4,李明仁,財團法人嘉義市教育會教育事務基金會,0871015,嘉義市東區林森東路239號,"一、協助政府推動教育政策及有關業務
二、嘉義市教育會會務發展之運作
三、嘉義市教育會會員子女獎助學金
四、推展教師研習進修獎勵教師研究製作
五、推廣藝術文教活動
六、編輯出版文教資料
七、協助嘉義市教育會舉辦各項活動
八、促進文化交流。",捐助,嘉義市政府八十七年九月九日八七教社字第六九八二五號,永久,3000000.00,1,0970307,0970704,0970319,,,,,,
097法登他000017,2,2,吳三龍,267,0970303,0970708,0970709,10冊41頁,2,3,王張素女,社團法人嘉義縣新港鄉崙子社區發展協會,0890529,嘉義縣新港鄉崙子社區活動中心,以促進社區發展，增進居民福利，建立安和融洽，團結互助之現代化社會為宗旨。,社區生產收益、政府補助、捐助、福利活動收入、基金孳息及其他收入。,嘉義縣政府民國八十四年七月二十一日嘉府社行字第０八三四七八號立案證書。,永久,748487.00,1,0970708,0970821,0970714,,變更章程,,,,
097法登他000019,2,2,吳三龍,323,0970313,0970407,0970408,12冊33頁,2,4,鄭春良,社團法人嘉義縣志願服務協會,0930330,嘉義縣民雄鄉西安村二六鄰進興街132之1號,非以營利為目的，以結合志願服務人員，提供志願服務。培植訓練義務幹部，運用專業方法，協助解決社會問題。發掘及結合社會資源，配合政府推行政令，推展社會福利與社會為宗旨。,會員會費，上級補助費，會員捐助，委託收入，基金及其孳息，其他收入。,"嘉義縣政府    93.01.02府社行字第0930007199號",無限期,238000.00,1,0970407,0970704,0970411,,,,,,
097法登他000020,1,2,吳三龍,66,0970313,0970407,0970408,3冊47頁,2,10,王美齡,財團法人台灣省嘉義縣私立弘德高級工商職業學校,0620614,嘉義縣朴子市崁後里五十四之二號,遵照國家教育政策暨現行教育法令之規定辦理嘉義縣私立弘德高級工商職業學校並謀其健全發展。,捐助,中華民國五十九年九月八日,永久無限期,230281779.00,1,0970407,0970704,0970415,,,,,,
097法登他000022,1,2,吳三龍,62,0970318,0970409,0970410,3冊39頁,1,11,陳美惠,財團法人崇仁醫護管理專科學校,0620524,嘉義市盧厝里紅毛埤4鄰217號,創設學校，發展教育培養護理助產專業人才。,財團法人台灣省嘉義市天主教會嘉義教區中華聖母會捐助,臺灣省政府教育廳中華民國62年5月11日(62)(5)(11)教三字第34002號許可書,永久,397171230.00,1,0970409,0970704,0970421,,捐助及組織章程變更依據臺灣嘉義地方法院民事裁定94年度法字第11號及94年8月25日民事裁定確定證明書各一件,,,,
097法登他000023,1,2,吳三龍,226,0970324,0970415,0970416,9冊21頁,1,4,鄭志宏,財團法人義竹國中教育事務基金會,0870911,嘉義縣義竹鄉岸脚村59之2號,本會以協助義竹國中改善環境、發展校務、奬勵教師研究進修、促進學生敦品勵學為目的。,由各籌備委員及發起人魏昭雄校長等捐助成立。,"嘉義縣政府 八十七年八月七日",永久,3669000.00,1,0970415,0970704,0970505,,,,,,
097法登他000024,2,2,吳三龍,199,0970327,0970415,0970416,8冊27頁,2,8,王嘉慧,社團法人嘉義市聲暉協進會,0860414,嘉義市錦州二街二十八號二樓,一、推動聽障教育、回歸主流。二、提昇聽障者之教育品質與就業、就養、就醫、復健等福利。三、提供聽障者家長專業知識訊息。四、聯繫國內外有關機構、增進專業知識交流。,會員會費、捐款、基金慈息、委託收益、其他收入。,"嘉義市政府 八十二年十月二十七日",永久性,1386490.00,1,0970415,0970704,0970424,,,,,,
097法登他000025,1,2,吳三龍,161,0970401,0970415,0970416,7冊36頁,2,5,楊明義,財團法人嘉義市基督教墓園管理委員會,0831108,嘉義市後湖里保建街30號之10,發揚互助精神，協助政府美化墓園為目的,信徒有志奉獻,嘉義市政府中華民國八十三年十一月一日八三府社行字第六七一一七號,永久,5000000.00,1,0970415,0970704,0970423,,,,,,
097法登他000026,1,2,吳三龍,268,0970401,0970415,0970416,10冊43頁,2,3,楊明義,財團法人私立嘉義市基督教社會福利慈善事業基金會,0890817,嘉義市東區後湖里保建街30號之10,發揚基督博愛精神，舉辦社會福利慈善事業，並協助政府美化墓園為目的。,由嘉義市基督教墓園管理委員會及個人或團體捐贈。,嘉義市政府民國八十九年七月三十一日八九府社福字第54398號,永久,12000000.00,1,0970415,0970704,0970423,,,,,,
097法登他000027,1,2,吳三龍,34,0970402,0970422,0970423,2冊4頁,2,12,陳炳尹,財團法人台灣省嘉義市私立嘉華高級中學,0540602,嘉義市長竹里七鄰民權東路45號,創辦私立嘉華中學，並謀其發展為目的。,捐助,"台灣省教育廳  民國五十年四月十五日　",永久,227793525.00,1,0970422,0970704,0970505,,,,,,
097法登他000029,2,2,吳三龍,165,0970407,0970421,0970422,7冊40頁,2,8,何朝金,社團法人嘉義市智障福利協進會,0840407,嘉義市林森東路707巷76號,增進智障者家長間之聯繫，共謀智障者福利之發展，喚起社會大眾對智障者之正確認識。,會員會費、贊助捐款。,台灣省嘉義市政府八十年一月三日嘉義市府社行字第二三八號,無限期,1157400.00,1,0970421,0970730,0970512,,,,,,
097法登他000030,1,2,吳三龍,248,0970407,0970424,0970429,10冊3頁,2,4,張四向,財團法人竹崎文化藝術基金會,0880603,嘉義縣竹崎鄉和平村坑仔坪93之1號,推展文化教育活動，維護並培育善良風俗，提振人文素養，提高國民生活品質，改善整體生活環境。,由熱心文教人士捐助。,嘉義縣政府　八十八年五月二十七日,永久,4429369.00,1,0970424,0970730,0970519,,,,,,
097法登他000031,1,2,吳三龍,354,0970409,0970501,0970506,13冊37頁,1,,簡鴻文,財團法人和高山教育基金會,0950117,嘉義縣民雄工業區成功五街8號,本會以培育人才，推廣學術與應用為宗旨。,捐助,"嘉義縣政府 94年12月16日",永久,7000000.00,1,0970501,0970730,0970514,,,,,,
097法登他000032,1,2,吳三龍,224,0970410,0970501,0970502,9冊17頁,2,4,林尚水,財團法人戴德森教育事務基金會,0870804,嘉義市忠孝路539號,以鼓勵醫療相關人員研究發展醫療有關知識，增進交流，提高我國及地區醫療水準，並協助國內外落後地區醫療為目的。,由財團法人基督教台灣信義會捐贈。,"嘉義市政府 八十七年七月二十一日",永久,2000000.00,1,0970501,0970730,0970512,,,,,,
097法登他000033,1,2,吳三龍,5,0970417,0970507,0970508,1冊5頁,1,8,鍾安住,財團法人天主教會嘉義教區,0450503,嘉義市大雅路二段502號,宣揚天主教教義及辦理社會教育、慈善事業、醫療復健、教養、安養等。,由天主教會台灣教區與財團法人聖徒會移交及董事涂敏正捐助,四十五年三月十五日　台灣省政府肆伍府民一字第二七０二六號,無限期,77458462.00,1,0970507,0970730,0970519,,,,,,
097法登他000034,1,2,吳三龍,131,0970417,0970507,0970508,6冊5頁,1,9,蔡金鍊,財團法人中正大學學術基金會,0791207,嘉義縣民雄鄉三興村大學路一段一六八號,發展學術、培養優秀人才、奬助傑出教師、及奬勵優秀學生,捐助,教育部七十九年十一月廿七日台(79)社字第五八六四九號,永久,17059598.00,1,0970507,0970730,0970514,,,,,,
097法登他000036,1,2,吳三龍,91,0970418,0970630,0970702,4冊22頁,2,9,江清正,財團法人臺灣省嘉義縣新港鄉中洋村北極玄天宮,0651019,嘉義縣新港鄉中洋村4鄰中洋子81之1號,宣揚宗教教義及辦理公益慈善事業為目的,由玄天宮之信徒自由捐助,嘉義縣政府民國六十五年九月十八日,永久無限期,134160.00,1,0970630,0970730,0970709,,變更章程,,,,
097法登他000037,1,2,吳三龍,54,0970425,0970516,0970516,3冊23頁,1,4,鍾安住,財團法人台灣省嘉義市天主教聖愛會,0590629,嘉義市東區大雅路2段502號,以天主耶蘇救世博愛精神傳教佈道與辦教育造福人群。,由天主教嘉義教區主教公署及國外天主教慈善機構暨會友捐助之。,台灣省嘉義縣政府　民國五十九年六月十三日,永久　,898103.00,1,0970516,0970730,0970526,,,,,,
097法登他000038,1,2,吳三龍,177,0970501,0970519,0970520,7冊52頁,2,4,郭良圭,財團法人人間文教基金會,0850214,嘉義縣義竹鄉仁里村407之4號,以推展社會文化教育活動，關懷弱勢族群，提高國民生活品質，並維護社會善良風俗，倡導孝道，保護鄉土文化。,由董事長翁重鈞捐助。,嘉義縣政府，八十五年二月八日（八五）府教社字第一六八０四號函。,永久,7000000.00,1,0970519,0970730,0970603,,,,,,
097法登他000039,1,2,吳三龍,80,0970501,0970519,0970520,4冊11頁,2,6,許修喜,財團法人台灣省嘉義市增光寺,0641003,台灣省嘉義市民族路51號,以倡導我國固有道德、宣揚聖道，辦理慈善事業，以造福社會人群為宗旨。,黃吳粉等捐助,台灣省嘉義縣政府，中華民國六十四年九月十七日嘉府嘉民行字第七二一六七號,無限期,12391670.00,1,0970519,0970731,0970526,,,,,,
097法登他000040,1,2,吳三龍,109,0970505,0970603,0970604,5冊10頁,2,12,陳明文,財團法人嘉義縣文化基金會,0751023,嘉義縣太保市祥和新村祥和一路一號,加強嘉義縣文化建設，充實縣民精神生活內涵，提昇文化水準,政府補助,嘉義縣政府　中華民國七十五年八月九日,永久,102000000.00,1,0970603,0970731,0970616,,,,,,
097法登他000041,1,2,吳三龍,333,0970507,0970526,0970529,12冊53頁,2,2,蔡宗佑,財團法人嘉義醫療廢棄物共同處理基金會,0931112,嘉義市吳鳳南路37巷52號,為維護國民健康，並提昇台灣地區之生活環境品質，以處理醫療機構所產生之醫療廢棄物為目的,捐助人捐助,行政院衛生署九十三年十一月一日衛署醫字第０九三０二一九四八七號,永久,10000000.00,1,0970526,0970731,0970611,,,,,,
097法登他000042,1,2,吳三龍,260,0970508,0970529,0970530,10冊27頁,2,3,李雅榮,財團法人台灣農業發展基金會,0890104,嘉義縣朴子市大葛里24鄰祥和三路西段97號,發展農業、富麗農村、造福農民。,由李雅榮等十三人共同捐助。,行政院農業委員會　　八十八年十一月三十日,永久,5000000.00,1,0970529,0970731,0970605,,變更章程,,,,
097法登他000043,1,2,吳三龍,195,0970508,0970526,0970527,8冊19頁,2,5,林茂得,財團法人太保祥和文化藝術基金會,0860110,嘉義縣太保市太保里150號,推廣文化教育活動為宗旨,捐助方式,"嘉義縣政府 八十五年十二月十二日八五府教社字第一四四二七二號",永久,2000000.00,1,0970526,0970731,0970617,,,,,,
097法登他000044,1,2,吳三龍,27,0970512,0970603,0970604,1冊27頁,2,12,黃金指,財團法人臺灣省嘉義市私立仁義高級中學,0520301,嘉義市鹿寮里紅毛埤125-1號,以創辦私立高級中學並謀其發展為目的。　　　　　,董事會捐集所得悉數捐助,臺灣省教育廳49年9月9日教二字第03117號函,無限期,253746058.00,1,0970603,0970731,0970616,,,,,,
097法登他000045,1,2,吳三龍,236,0970513,0970529,0970530,9冊41頁,2,4,林朋輝,財團法人若竹兒教育基金會,0871229,嘉義縣竹崎鄉灣橋村崎腳91號,結合社會資源辦理教育等相關業務或學術研討，辦理特殊教育人員進修、觀摩、研習、研究、出版、競賽、展覽等活動，辦理身心障礙者體育、休閒等各項培訓及競賽活動，辦理家庭教育諮詢及兒童少年福利推廣活動，配合政府推行各項特殊教育等相關活動。,社會人士捐助,"嘉義縣政府  八十七年十二月十六日府教社字第一五四四二六號",永久,2000000.00,1,0970529,0970731,0970609,,,,,,
097法登他000046,1,2,吳三龍,173,0970514,0970527,0970529,7冊48頁,2,4,賴旭星,財團法人臺灣省嘉邑鎮天宮,0841211,嘉義市東區芳安路195號,宣揚儒宗神教之精神，發揚倫理道德，改善社會風氣及辦理社會公益慈善事業，增進社會福祉。,捐助,嘉義市政府，民國八十四年十一月二十四日八四府民禮字第八一三九０號函,無限期　,85000000.00,1,0970527,0970731,0970604,,財團法人臺灣省嘉邑鎮天宮組織章程變更,,,,
097法登他000047,1,2,吳三龍,240,0970516,0970527,0970529,9冊49頁,2,2,王福源,財團法人祥太文教基金會,0880129,嘉義市大雅路2段285巷30號,舉辦公益、文化藝術、教育活動及典藏文物藝術品、宣導文化藝術、文化教育活動。,由王福榞等捐助,嘉義市政府　八十八年一月十四日,永久,8082976.00,1,0970527,0970731,0970604,,,,,,
097法登他000048,1,2,吳三龍,41,0970516,0970528,0970529,2冊11頁,1,14,陳德洽,財團法人台灣省嘉義縣朴子高明寺,0550524,嘉義縣朴子鎮山通路七三號,"為加強維護管理寺產,並宣揚佛教教義福利社會為宗旨。",捐助,民國五十五年五月十四日,永久,2682807.00,1,0970528,0970731,0970611,,,,,,
097法登他000049,1,2,吳三龍,245,0970521,0970609,0970612,9冊59頁,2,4,樊豐正,財團法人樊賜生文化藝術基金會,0880419,嘉義縣大林鎮平和街21號之3,本會以推展地方文教公益為宗旨。,由樊豐榮等捐助及接受捐助。,"嘉義縣政府  八十八年四月十二日",永久,2000000.00,1,0970609,0970821,0970623,,,,,,
097法登他000050,1,2,吳三龍,57,0970523,0970609,0970611,3冊29頁,1,14,江瑞潤,財團法人台灣省嘉義縣私立同濟高級中學,0600922,嘉義縣大林鎮三和里中興路2段303號,以創辦私立同濟高級中學並謀其發展捐私為公。,捐助,台灣省政府教育廳　　中華民國六十年八月六日,無限期,95294609.00,1,0970609,0970821,0970616,,,,,,
097法登他000051,1,2,吳三龍,133,0970523,0970611,0970613,6冊7頁,2,12,張丁連,財團法人臺灣省嘉義縣布袋鎮過溝建德宮,0550915,嘉義縣布袋鎮西安里過溝西勢三十號,以維護廟寺，宣揚國有宗教教義及辦理公益事業為目的。,捐助,嘉義縣政府　中華民國五十五年八月十九日,永久,150000.00,1,0970611,0970821,0970623,,變更章程,,,,
097法登他000052,2,2,吳三龍,347,0970526,0970721,0970722,13冊23頁,2,2,陳錦煌,社團法人嘉義縣扶緣服務協會,0940622,嘉義縣新港鄉公園路28-1號4樓,秉持有緣相扶持，服務身心障礙者及弱勢族群。,捐助收入，委託收益，基金及其孳息。,"嘉義縣政府 94年4月13日",,1492734.00,1,0970721,0970821,0970731,,,,,,
097法登他000053,1,2,吳三龍,100,0970527,0970702,0970704,5冊1頁,2,3,林南舟,財團法人滿榮醫護基金會,0680821,嘉義市中正路605號,響應政府推行衛生福利政策，本博愛精神，非以營利為業或謀私人權益，推動醫護預防保健服務，增進國民健康為目的。,地方熱心公益慈善人士或慈善團體捐助。,行政院衛生署，中華民國六十八年七月十四日,無限期,24292962.00,1,0970702,0970821,0970709,,,,,,
097法登他000054,1,2,吳三龍,344,0970602,0970724,0970725,13冊17頁,2,2,王振軒,財團法人台灣公益組織教育基金會,0940607,嘉義縣民雄鄉福樂村埤角66之129號,以發展公益組織經營管理，並發動社會力量重視公益組織重要性，建構公民社會，提升全民福祉為宗旨。,由社會熱心人士捐助。,"94年5月16日  嘉義縣政府",永久,2000000.00,1,0970724,0970826,0970815,,,,,,
097法登他000055,1,2,吳三龍,128,0970602,0970618,0970619,6冊2頁,1,2,許秋錦,財團法人新約教會嘉義教會,0790814,嘉義市垂楊路八六二巷十七號四樓一,遵照聖經，傳揚耶穌基督，血、水、聖靈全備真道，教導人行善除惡，伐暴救人、伸張正義、主持公道、帶進基督宇宙共和國、得享人類永世和平。,由信徒楊金枝、黃洪銀杏共同捐助房屋一處，張雪廷捐助土地一筆。,嘉義市政府七十九年七月十八日七九府民禮字第三八三五九號函,永久,766960.00,1,0970618,0970821,0970709,,,,,,
097法登他000056,2,2,吳三龍,279,0970609,0970617,0970618,11冊5頁,2,4,林塗發,社團法人嘉義市嘉邑行善團,0900613,嘉義市林森東路456號,本團以辦理社會服務(輔助造橋)及慈善活動為宗，並以啟發我國固有倫理道德，發揚社會仁風義舉結合群眾力量，以淨化人心，造福社會人群為目的。,自動捐助每人100元，每年每人約繳三至四百元,嘉義市政府，核准字號87府社行字478號，日期87.3.23,永久,780000.00,1,0970617,0970821,0970701,,,,,,
097法登他000057,1,2,吳三龍,73,0970612,0970630,0970702,4冊4頁,2,15,鄭良哲　　,財團法人臺灣省嘉義縣私立明華高級中學,0631231,嘉義縣六腳鄉六南村二二三之二五號,以創辦嘉義縣私立明華高級中學並謀其發展為目的。,由賴進治等捐助,台灣省政府教育廳　中華民國六十三年六月十八日,永久,82622684.00,1,0970630,0970821,,,,,,,
097法登他000058,1,2,吳三龍,35,0970616,0970703,0970704,2冊5頁,2,10,柏殿宏,財團法人天主教聖言會,0540702,嘉義市吳鳳南路268號,宣揚天主教教義，倡導教育及一切有關社會之救濟事業。,捐助,民國四八年四月二十九日　臺灣省政府民政廳,不定期限。,307559253.00,1,0970703,0970821,0970710,,,,,,
097法登他000059,1,2,吳三龍,313,0970616,0970703,0970704,12冊13頁,2,2,劉寧誠,財團法人嘉義市私立博愛社會福利慈善事業基金會,0921015,嘉義市友忠路772號,本會以舉辦社會福利慈善事業為宗旨,由劉寧珍先生等八人共同捐助成立,"嘉義市政府 中華民國92年9月25日府社福字第0920100150號",永久,10000000.00,1,0970703,0970821,0970731,,,,,,
097法登他000060,1,2,吳三龍,281,0970619,0970710,0970711,11冊9頁,1,2,黃智鴻,財團法人台灣基督長老教會嘉義中會,0900925,嘉義市東區仁義里7鄰嘉北街86號,為圖謀基督教之健全發展與盡力於台灣基督長老教會嘉義中會屬各地方教會之傳道事工、社會公益慈善事業、社區發展、全民關顧及育英事業。,由台灣基督長老教會捐贈,嘉義市政府民政局、中華民國九十年九月十三日,永久,10235780.00,1,0970710,0970821,0970731,,,,,,
097法登他000061,1,2,吳三龍,210,0970623,0970704,0970708,8冊49頁,2,4,許日盛,財團法人嘉義縣民雄保安宮騎虎王廟,0860917,嘉義縣民雄鄉中樂村文化路37號,以宣揚教義，協助政府推行中華文化復興工作，興辦地方公益，推展正確之宗教信仰為目的。,依捐助章程辦理,"嘉義縣政府 八十六年八月二十二日八六府民禮字第一0二五四九號",永久,113138895.00,1,0970704,0970821,0970714,,,,,,
097法登他000062,1,2,吳三龍,102,0970625,0970704,0970708,5冊3頁,2,7,王勁楷,財團法人嘉義後備軍人（子女）獎學教育基金會,0690719,嘉義市民權路295號,鼓勵優秀後備軍人及其子女努力求學向上，培育國家英才，貢獻社會服務。,嘉義縣、市後備軍人暨熱心之社會人事、民間廠商捐助。,嘉義縣政府六十九年六月九日69府教學字第０三０九四七號,無限期,7507705.00,1,0970704,0970821,0970714,,,,,,
097法登他000063,1,2,吳三龍,241,0970701,0970710,0970711,9冊51頁,2,4,顏進平,財團法人慈輝教育基金會,0880316,嘉義縣番路鄉下坑村2鄰菜公店63之2號,以扶助家遭變故學生繼續就學為目的,由善心人士、愛心團體或企業界捐助。,嘉義縣政府　八十八年二月二十五日,永久,9000000.00,1,0970710,0970821,0970717,,變更章程第3條,,,,
097法登他000064,1,2,吳三龍,94,0970701,0970704,0970708,4冊25頁,2,9,陳良清,財團法人台灣省嘉義縣梅山玉虛宮,0660729,嘉義縣梅山鄉梅東村中山路72號,倡導我國固有道德，宣揚聖教，勸導向善，興辦慈善公益事業，協助繁榮地方，促進社會褔利,由玉虛宮捐贈及信徒樂捐,嘉義縣政府中華民國66年6月14日66府民行字第44471號許可書,永久,7527616.90,1,0970704,0970821,0970717,,,,,,
097法登他000065,1,2,吳三龍,33,0970703,0970708,0970709,2冊3頁,1,15,薛保綸,財團法人台灣省嘉義市私立輔仁高級中學,0540226,嘉義市吳鳳南路270號,創辦私立輔仁中學並謀其發展為目的。,天主教聖言會總會捐助。,台灣省政府教育廳，民國五十一年七月二十日教二字第02887號。,無限期,256586848.00,1,0970708,0970821,0970721,,,,,,
097法登他000066,1,2,吳三龍,158,0970707,0970709,0970710,7冊33頁,2,4,王介逸,財團法人嘉義西區扶輪社教育事務基金會,0830818,嘉義市社口里興中街169號,提升嘉義市文教水準,由嘉義西區扶輪社等捐助,嘉義市政府　中華民國八十三年八月九日八三府教社字第四七二三四號,永久,5000000.00,1,0970709,0970821,0970717,,,,,,
097法登他000067,1,2,吳三龍,250,0970715,0970730,0970801,10冊5頁,2,4,陳重光,財團法人陳澄波文化基金會,0880707,嘉義市垂楊路318號10樓之3,以發展台灣本土藝術文化為宗旨。,陳重光等九名捐助。,教育部　　八十八年六月十五日,永久,10000000.00,1,0970730,0970821,0970815,,,,,,
097法登他000068,1,2,吳三龍,356,0970715,0970730,0970801,13冊41頁,2,2,賴振松,財團法人嘉義市龍安宮,0950127,嘉義市西區信義路58號,本法人以奉祀玄天上帝為主神；並本於玄天上帝慈悲濟世之精神，傳揚道教教義，闡揚善良風氣，辦理社會公益慈善事業為宗旨。,由龍安宮及龍安宮管理委員會等捐助。,"嘉義市政府 94年12月29日",無期限,12411540.00,1,0970730,0970821,0970807,,,,,,
