登記案號,序號,分事務所地址
099法登他000799,2,"台北市大安區樂利路97號1樓　 　　   　 　　台北縣板橋市忠孝路214號"
099法登他000799,4,"桃園縣中壢市甘肅一街29號　　　  　 　　　花蓮市美崙中興路75號"
099法登他000799,5,新竹市光復路1段531巷72之8號　　　　　　台中市西屯區甘肅路1段67號
099法登他000799,6,"彰化縣和美鎮彰美路5段160號　　　  　　  　南投市民族路615號"
099法登他000799,7,台中縣豐原市圓環東路707號　　　　　　　雲林縣虎尾鎮公安路201號
099法登他000799,8,台南市中西區西賢一街139號　　　　　　　台南縣新營市大同路45之3號
099法登他000799,9,"高雄市苓雅區中正一路305號1樓　　    　  　　高雄縣岡山鎮竹圍東街182巷12號"
099法登他000799,10,"苗栗縣竹南鎮竹興里博愛街518號　　  　 　    嘉義市西區保安四路52號"
099法登他000799,19,屏東市大武路303號　　　　　　　　　　　金門縣金城鎮民權路173之1號
099法登他000799,22,宜蘭市女中路17之3號3樓之2　　　　　　　台東市正氣北路255巷74號
099法登他000799,23,澎湖縣馬公市成功街75號
099法登他000799,24,"蒙古國烏蘭巴托市觀光街台灣中心205室(Room205, Taiwan Center, Juulchin Street, Ulaanbaatar, Mongolia)"
099法登他000925,1,高雄市鼓山二路二七四號。
099法登他000925,2,宜蘭縣蘇澳鎮永昌路四十六號。
099法登他000925,4,高雄縣小港鄉長春街十四號。
099法登他000925,5,花蓮市民享里華東一０三號。
099法登他000925,6,台中縣大肚鄉沙田路二段三０三號。
099法登他000925,7,花蓮縣秀林鄉和平村和平二六三號
099法登他000963,34,台北市中山區建國北路2段115號7樓
099法登他000963,35,高雄市鼓山區龍水里中華一路2300號
099法登他000963,36,台北縣板橋市萬板路476號4樓
099法登他000963,37,宜蘭縣宜蘭市民權新路1-2號
099法登他000963,38,桃園縣桃園市中平路102號15樓
099法登他000963,39,新竹縣竹北市成功六街163號
099法登他000963,40,苗栗市北苗里站後南路13號
099法登他000963,41,台中縣豐原市南陽路85號
099法登他000963,42,彰化縣彰化市中央路184號12樓之12
099法登他000963,43,南投縣南投市中興路466巷6號15樓
099法登他000963,44,雲林縣斗六市南京路426-1號
099法登他000963,45,嘉義縣太保市健康路181號
099法登他000963,46,台南縣新營市民治東路29號
099法登他000963,47,高雄縣鳳山市光復路2段243號
099法登他000963,48,屏東縣屏東市瑞光路2段290號
099法登他000963,49,花蓮縣花蓮市國盛二街103號3樓之5
099法登他000963,50,台東縣台東市四維路1段381號
099法登他000963,51,澎湖縣馬公市朝陽路146號1樓
099法登他000963,52,基隆市信義區信一路133號5樓之1
099法登他000963,53,新竹市中山路428號
099法登他000963,54,台中市西屯區寧夏路46號
099法登他000963,55,嘉義市民生南路284號
099法登他000963,56,台南市中華西路1段137巷103號
099法登他000963,57,金門縣金城鎮環島北路38號
099法登他000963,58,高雄市苓雅區興中一路62號5樓
099法登他000978,1,台北市大安區忠孝東路4段295號4樓
099法登他001039,1,台北市中正區愛國東路100號13樓
099法登他001076,3,台北市南京東路5段108號4樓
099法登他001082,1,高雄縣內門鄉內南村大學路二００號
099法登他001083,1,高雄市左營區富國路185號11樓之3
099法登他001083,2,高雄縣岡山鎮大仁北路36號4樓
099法登他001083,3,桃園縣中壢市實踐路233號3樓
099法登他001083,4,台中市西區中港路1段302號11樓之1
099法登他001099,1,高雄市三民區九如二路583號11樓
099法登他001099,2,桃園縣中壢市環西路83號
099法登他001099,3,新竹市經國路1段343之1號4樓
099法登他001099,4,宜蘭縣宜蘭市慈安路27號
099法登他001099,5,花蓮縣光復鄉中山路2段129號之1樓
099法登他001099,6,台北市光復北路60巷19之6號地下樓
099法登他001099,7,台北縣三峽鎮國光街12巷10號1樓
099法登他001099,8,台中縣大里市爽文路870號
099法登他001099,9,高雄縣鳳山市濱山街6之6號
099法登他001099,10,嘉義市西區福義街12號
099法登他001099,11,嘉義縣竹崎鄉鹿滿村鹿山路60號
099法登他001099,12,台南縣東山鄉東山村500號
099法登他001099,13,苗栗縣大湖鄉大湖村民權路15-2號
099法登他001099,14,南投市漳興里漳興巷51號地下室1樓
099法登他001099,15,彰化縣和美鎮新庄里7鄰東發路190號
099法登他001099,16,雲林縣斗六市公正里平等街53號
099法登他001099,17,屏東縣東港鎮中正路1段10之1號
099法登他001099,18,台東縣延平鄉桃源村11鄰昇平路191號
099法登他001099,19,台南市北區北門路2段362號
099法登他001099,20,台中市北屯區北屯路212巷9號2樓
099法登他001108,1,台北市大安區信義路3段162之24號6樓
099法登他001128,1,台中市西區三民西路六一號
099法登他001234,1,加利福尼亞州拉克士波市東法蘭西斯德雷克爵士大道六十號三０八室
099法登他001268,1,台北市北投區立德號123號（台北捐血中心）
099法登他001268,2,台南市永福路1段85號（台南捐血中心）
099法登他001268,3,基隆市信一路14號1樓（台北捐血中心基隆捐血站）
099法登他001268,5,新竹縣竹北市光明十一路215巷8號（新竹捐血中心）
099法登他001268,6,桃園市文康街61號（新竹捐血中心桃園捐血站）
099法登他001268,7,苗栗市為公路282號、292巷1號1樓、2樓（新竹捐血中心苗栗捐血站）
099法登他001268,8,台中市西屯區台中港路3段124-30號（台中捐血中心）
099法登他001268,9,彰化市中山路1段348號（台中捐血中心彰化捐血站）
099法登他001268,10,南投縣埔里鎮北環路222號（台中捐血中心埔里捐血站）
099法登他001268,11,花蓮市中山路1段170號（花蓮捐血中心）
099法登他001268,12,屏東市和平路71號（高雄捐血中心屏東捐血站）
099法登他001268,13,高雄市楠梓區高楠公路1837號（高雄捐血中心）
099法登他001268,14,雲林縣斗六市莊敬路300號（台南捐血中心雲林捐血站）
099法登他001268,15,宜蘭市擺厘路16-7號（花蓮捐血中心宜蘭捐血站）
099法登他001268,16,台北縣板橋市中山路1段50巷36號2樓之3、之4（台北捐血中心板橋捐血站）
099法登他001268,17,澎湖縣馬公市中山路62號（高雄捐血中心馬公捐血站）
099法登他001268,18,嘉義市博愛路1段488號（台南捐血中心嘉義捐血站）
099法登他001268,19,台東市四維路3段198號（花蓮捐血中心台東捐血站）
099法登財000001,1,台北市大安區建國南路1段161號11樓
