登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
088法登他000010,1,2,許瑞助,6,0880713,0880713,0880714,1冊11頁,,3,黃秋茂,財團法人黃秋茂私立秋茂園社會福利慈善事業基金會,0860819,苗栗縣通霄鎮通灣里二鄰十七之十六號,一、秋茂園經營並促進地方發展和永久維持，留給省民福利奉獻。          二、友愛靈園經營亦具備現代化的清淳墓地可奉祭先人。                  三、第一秋茂經營長青老人慈善活動。,捐助,苗栗縣政府80.9.6八十府社福字第九八九三0號函。,無限期(永久),124446000,1,0880713,0900913,,,,,,,,,,
088法登他000012,2,2,許瑞助,6,0880722,0880722,0880723,1冊7頁,,0,理事長,社團法人苗栗縣肢體傷殘自強協會,0860731,苗栗市中正路一九一號,一、配合政府推動殘障福利法及其施行細則之實施。                      二、協助殘友就業及創業。                                            三、籌募本會殘障福利基金。                                          四、長期協助殘障者有關問題。,捐助,苗栗縣政府社政字第九八八六五號七十四年四月十四日,永久性,1173382,1,0880722,0901004,,,,,,,,,,
088法登他000013,1,2,許瑞助,12,0880805,0890218,0890225,1冊18頁,1,0,戴琦霞,財團法人仁德醫護管理專科學校,0861124,苗栗縣後龍鎮溪洲里仁德路一號,培養醫事人才為國家服務為社會謀福利,捐助,中華民國六二年五月十一日台灣省政府教育廳,無限期,289345538,1,0890218,0900926,,,,,,,,,,
088法登他000014,1,2,許瑞助,17,0881005,0881007,0881007,1冊2頁,,15,董事長,財團法人台灣省苗栗縣私立大成高級中學,0870224,苗栗縣頭份鎮新華里二鄰六十五號,創辦私立大成高級中學並謀其發展為目的,由本會董事及地方熱心教育人士籌資購買及建築房屋捐獻為本會財產,四十九年五月十九日栗府教中字第二二五二四號,無限期,191465003.8,1,0881007,0900913,,,,,,,,,,
088法登他000015,1,2,許瑞助,28,0881118,0881122,0881125,1冊13頁,,0,錢復蓀,財團法人中港溪廣播事業基金會,0870717,苗栗縣竹南鎮文林街號樓之一  台北市羅斯福路二段102號25樓,一、經營無線電調頻廣播事業並促銷相關業務。二、各種廣播節目廣告之企劃、製作與播放。三、各種廣播節目廣告之經營。四、公共公益服務及社區緊急播報事項。,董、監事及捐助人共同捐助,新聞局中華民國八十五年十一月九日起廣二字第一五五八七號,永久,5000000,1,0881122,0900913,,,,,,,,,,
088法登他000016,1,2,許瑞助,18,0881119,0881122,0881125,2冊6頁,1,0,王聰畬,財團法人王利夫文教基金會,0870317,苗栗縣苑裡鎮苑南里十一鄰天下路二三號,拠助苗栗縣苑裡鎮內，家境清寒、學業優秀、品德優良之學生或贊助本鎮社會公業事業藝文活動等為宗旨。,王利夫之親屬捐助,苗栗縣政府民國八十五年五月一五日府教社字第五二四五四號函。,永久性質,10000000,1,0881122,0900913,,,,,,,,,,
088法登他000017,1,2,許瑞助,26,0881120,0881122,0881125,1冊8頁,,0,許兩傳,財團法人臺灣省苗栗縣私立賢德高級工商職業學校,0870507,苗栗縣通霄鎮五北里七四號之一,創辦私立賢德高級工商職業學校並謀其發展,捐助,六十二年五月八日臺灣省政府教育廳,無限期,41208642,1,0881122,0900913,,,,,,,,,,
088法登他000018,1,2,許瑞助,16,0881122,0881122,0881125,1冊1頁,,7,魏綸洲,財團法人台灣省苗栗縣私立育民高級工業家事職業學校,0870224,苗栗縣苗栗市水源里八鄰三十七號,本財團法人設立之目的為遵照國家教育政策暨現行教育法令之規定辦理職業學校並謀其健全發展,捐助,台灣省政府教育廳五十九年二月十八日教三字第一八一三七號令許可,無限期,71821970,1,0881122,0900913,,,,,,,,,,
088法登他000019,1,2,許瑞助,23,0881214,0881214,0881216,1冊9頁,,0,黃兒玉,財團法人臺灣省苗栗縣苗栗市福星山淨覺院,0870507,苗栗縣苗栗市大同里十五鄰福星山十八號,宣揚大乘佛教、授徒靜修、研究佛理、敦睦信徒、興辦公益慈善文化事業、增進社會福祉。,由原私建淨覺院管理人及信徒捐助,苗栗縣政府六十八年一月九日六八府民行字第二四六四號函,永久,24165498,1,0881214,0900913,,,,,,財產總額變更為 新台幣 貳仟壹佰玖拾陸萬伍仟肆佰玖拾捌元整。,,,,
088法登他000020,1,2,許瑞助,15,0881224,0881224,0881227,1冊19頁,,0,龍和順,財團法人苗栗縣私立龍德高級家事商業職業學校,0861124,苗栗縣苑裡鎮房裡里南房七十五之一號,為遵照國家教育政冊暨現行教育法令之規定，辦理龍德高級家事商業職業學校，並謀其健全發展。,捐助,臺灣省政府教育廳六十二年六月一日,永久,61895333,1,0881224,0901004,,,,,,,,,,
088法登財000012,1,1,許瑞助,43,0880715,0880715,0880715,3冊7頁,,0,董事長,財團法人李綜合醫院文教基金會,0880715,苗栗縣苑裡鎮苑南里和平路一六八號,推展文化教育,捐助,苗栗縣政府。八十八年六月七日府社字第八八０００四九六七六號函。,永久,2000000,1,0880716,0900913,,,,,,,,,,
089法登他000001,1,2,許瑞助,13,0890104,0890104,0890104,1冊13頁,,0,董事長,財團法人台灣省苗栗縣私立中興高級商工職業學校,0861115,苗栗縣竹南鎮大營路二一一號,以創辦苗栗縣私立中興高級商工職業學校並謀其發展為目的。,創辦人捐贈。,台灣省政府教育廳五一年八月十一日核准設立許可。,無限期,49523352,1,0890104,0900913,,,,,,,,,,
089法登他000002,1,2,許瑞助,7,0890106,0890117,0890118,1冊12頁,,0,蔡桔來,財團法人中華道統文教基金會,0860822,竹南鎮博愛街四十八號六樓  分事務所：竹北市中華路四二八號,本會為宏揚中華優良文化、提昇精神文明及生活品質、促進文化建設、增進善良風俗、使道統深植人心、以確立安身立命之基石。,由宗邱桂妹捐助,中華民國八十二年四月十五日教育部,永久存立,16908900,1,0890117,0900913,,,,,,,,,,
089法登他000003,1,2,許瑞助,19,0890118,0890118,0890203,2冊9頁,,15,劉錦志,財團法人臺灣省苗栗縣私立建臺高級中學,0870331,苗栗縣苗栗市福麗里至公路二五一號,創辦私立建臺高級中學，並謀其發展。,本財團法人董事會籌資購買土地建築校舍購買設備為校產，供本校教育使用。,教育部。中華民國三十七年八月二十八日,無限期,410679798,1,0890118,0901004,,,,,,,,,,
089法登他000004,1,2,許瑞助,47,0890221,0890221,0890301,1冊16頁,,0,董事長,財團法人臺灣省苗栗縣頭份石油化學工業區聯合消防隊,0881007,苗栗縣頭份鎮中華路五一七號,為維護本工業區各廠有關設備人員之安全、本工業區外居民生命財產，以期避免、減少意外災害之損失。,本工業區內各廠按照火險比率分攤捐助,苗栗縣政府中華民國七十三年三月二日,無限期,3829115,1,0890221,0900913,,,,,,,,,,
089法登他000005,1,2,詹日賢,50,0890426,0890518,0890526,1冊19頁,,0,董事長,財團法人大苗栗發展基金會,0881106,苗栗市縣府路一００號三樓,以推動大苗栗經社文化發展，提昇整體生活環境，建立美麗新苗栗。,捐助人捐助,苗栗縣政府民國八十八年十月五日府訂管字八八０００八五七四六號,永久,15000000,1,0890518,0900913,,,,,,,,,,
089法登他000006,1,2,詹日賢,17,0890602,0890602,0890605,1冊2頁,,15,董事長,財團法人台灣省苗栗縣私立大成高級中學,0870224,苗栗縣頭份鎮新華里二鄰六十五號,創辦私立大成高級中學並謀其發展為目的,由本會董事及地方熱心教育人士籌資購買及建築房屋捐獻為本會財產,四十九年五月十九日栗府教中字第二二五二四號,無限期,207831930.8,1,0890602,0900913,,,,,,,,,,
089法登他000007,1,2,詹日賢,21,0890602,0890602,0890605,1冊4頁,,0,林火順,財團法人臺灣省苗栗縣私立君毅高級中學,0870317,苗栗縣竹南鎮山佳里一鄰公義路二四五號,發展地方教育,由董事長出資及捐贈收入,臺灣省教育廳四十七年十二月九日教二字第六七號,永久,330003968,1,0890602,0900913,,,,,,,,,,
089法登他000008,1,2,詹日賢,5,0890825,0890825,0890828,1冊10頁,,0,董事長,財團法人台灣省苗栗縣中華基督徒祈禱院,0860819,台灣省苗栗縣造橋鄉談文村淡文湖三鄰三號,以基督教聖經之原則，舉辦祈禱以宣揚基督教義，辦理社會公益及宗教教育事工。,贊同本院宗旨人士之捐助基金之孳息其他收入,苗栗縣政府七十七年四月十三日,永久存立,7556915,1,0890828,0900913,,,,,,,,,,
089法登他000009,2,2,詹日賢,5,0891012,0891012,0891110,1冊5頁,,0,理事長,社團法人苗栗縣天賜慈善會,0860628,苗栗縣造橋鄉豐湖村阿義埤八之一號,以促進社會公益慈善事業為宗旨,由朱進棟捐助,苗栗縣政府府社政字第五一四九一號,永久,718150,1,0891012,0900924,,,,,,,,,,
089法登他000010,1,2,詹日賢,4,0891212,0891212,0891214,1冊9頁,,0,董事長,財團法人苗栗縣後備軍人(子女)獎學金文教基金會,0860819,苗栗市府前路五六號,拠助本縣優秀而家境經濟困難之後備軍人（含子女）努力向學。,捐助,中華民國六十九年五月十二日,無限期,6710560,1,0891213,0900913,0900206,,,,,,,,,
089法登他000012,1,2,詹日賢,9,0891220,0891221,0900104,1冊15頁,,0,董事長,財團法人國立竹南高級中學文教基金會,0861023,苗栗縣竹南鎮中正路九十八號,協助國立竹南高級中學促進學生敦品勵學、拠勵教師研究進修、改善環境及發展校務為目的。,捐助,苗栗縣政府八十五年五月十五日府教社字第０五二四五三號,永久,5000000,1,0891221,0900913,,,,,,,,,,
090法登他000001,1,2,陳鴻斌,19,0900221,0900222,0900313,2冊9頁,,15,劉錦志,財團法人臺灣省苗栗縣私立建臺高級中學,0870331,苗栗縣苗栗市福麗里至公路二五一號,創辦私立建臺高級中學，並謀其發展。,本財團法人董事會籌資購買土地建築校舍購買設備為校產，供本校教育使用。,教育部。中華民國三十七年八月二十八日,無限期,442232293,1,0900222,0901004,,,,,,,,,,
090法登他000002,1,2,陳鴻斌,3,0900221,0900406,0900410,1冊1頁,,0,徐耀昌,財團法人廖志坤文教基金會,0860520,苗栗縣頭份鎮仁愛里中山路二三二號,鼓勵頭份、南无、三灣三鄉鎮清寒子弟向學，以文教基金會孳息作為清寒獎學金。,由廖志坤母親張秋子女士捐出,苗栗縣政府八十六年五月七日八六府教社字第五六五一０號,永久,2500000,1,0900406,0900913,,,,,,,,,,
090法登他000003,1,2,陳鴻斌,27,0900221,0900314,0900316,1冊12頁,,0,郭豐壳,財團法人苗栗縣郭振秋公財團董事會,0870608,苗栗市至公路二０六巷一號,以維持郭振秋公祭祀為目的,捐助,苗栗縣政府。中華民國陸拾貳年玖月拾日,永久,200347,1,0900406,0900913,,,,,,,,,,
090法登他000006,2,2,陳鴻斌,7,0900221,0900222,0900315,1冊8頁,,0,理事長,社團法人苗栗縣智障福利協進會,0860814,苗栗市文山里文山十鄰一七三之二一號,以結合苗栗縣智障者家長及關心智障者之人士，為喚起政府及社會人士，加強對智障者之關懷與重視並積極向各級政府爭取智障者各種合法權益，謀求智障者合法福利為目的。,捐助,苗栗縣政府八十年五月十三日府社政字第五０九七八號,永久,1490039,1,0900301,0900924,,,,,,,,,,
090法登他000007,1,2,陳鴻斌,68,0900221,0900403,0900416,3冊82頁,,0,董事長,財團法人台灣養豬科學研究所,0891123,苗栗縣竹南鎮頂大埔一號,以從事豬學及動物科技之研究、開發及提供相關服務與諮詢工作，以提升豬學及其他動物應用效率為目的。,政府機關捐助或補助。其他機關或個人之捐助。,八十三年二月八日行政院農業委員會農牧字第三一０二０五０Ａ號,永久,50422299,1,0900403,0900913,0900503,,,,,,,,,
090法登他000009,2,2,陳鴻斌,1,0900221,0900307,0900307,1冊1頁,,0,林煥田,社團法人苗栗縣身心障礙福利協進會,0860502,苗栗縣造橋鄉大西村十字路六十九之九號,結合本縣殘障（各類），積極爭取殘障者人權，促進殘障權益，發揮互助精神。,捐助,苗栗縣政府八五府社政字第一一一一七六號，八十五年十月一日,永久,407180,1,0900307,0900924,,,,,,,,,,
090法登他000010,1,2,陳鴻斌,4,0900226,0900313,0900319,1冊9頁,,0,董事長,財團法人苗栗縣後備軍人(子女)獎學金文教基金會,0860819,苗栗市府前路五六號,拠助本縣優秀而家境經濟困難之後備軍人（含子女）努力向學。,捐助,中華民國六十九年五月十二日,無限期,6710560,1,0900313,0900913,,,,,,,,,,
090法登他000014,1,2,陳鴻斌,23,0900404,0900406,0900410,1冊9頁,,0,黃兒玉,財團法人臺灣省苗栗縣苗栗市福星山淨覺院,0870507,苗栗縣苗栗市大同里十五鄰福星山十八號,宣揚大乘佛教、授徒靜修、研究佛理、敦睦信徒、興辦公益慈善文化事業、增進社會福祉。,由原私建淨覺院管理人及信徒捐助,苗栗縣政府六十八年一月九日六八府民行字第二四六四號函,永久,33862798,1,0900406,0900913,,,,,,財產總額變更為 新台幣 貳仟壹佰玖拾陸萬伍仟肆佰玖拾捌元整。,,,,
090法登他000016,2,2,陳鴻斌,12,0900507,0900522,0900524,1冊3頁,,4,江炳松,社團法人苗栗中興工業區南區管理會,0870507,苗栗縣銅鑼鄉中平村十四鄰中興路三號,推動本工業區廠商、公益事業單位暨住宅社區等全體會員之共同事務與福利措施並謀求本工業區之發展。,本工業區內廠商、公益事業單位暨住宅等全體會員繳付維護費及其他收入。,苗栗縣政府八十一年九月二十二日。,無限期,36202569,1,0900522,0900924,,,,,,,,,,
090法登他000018,2,2,陳鴻斌,6,0900604,0900816,0900820,1冊7頁,2,9,理事長,社團法人苗栗縣肢體傷殘自強協會,0860731,苗栗市中正路一九一號,一、配合政府推動殘障福利法及其施行細則之實施。                      二、協助殘友就業及創業。                                            三、籌募本會殘障福利基金。                                          四、長期協助殘障者有關問題。,捐助,苗栗縣政府社政字第九八八六五號七十四年四月十四日,永久性,1173382,1,0900816,0901004,,,,,,,,,,
090法登他000025,1,2,陳鴻斌,19,0900820,0900907,0900912,2冊9頁,,16,劉錦志,財團法人臺灣省苗栗縣私立建臺高級中學,0870331,苗栗縣苗栗市福麗里至公路二五一號,創辦私立建臺高級中學，並謀其發展。,本財團法人董事會籌資購買土地建築校舍購買設備為校產，供本校教育使用。,教育部。中華民國三十七年八月二十八日,無限期,442232293,1,0900907,0901004,,,,,,,,,,
090法登他000028,1,2,詹日賢,19,0901212,0901213,0901213,2冊9頁,,16,劉錦志,財團法人臺灣省苗栗縣私立建臺高級中學,0870331,苗栗縣苗栗市福麗里至公路二五一號,創辦私立建臺高級中學，並謀其發展。,本財團法人董事會籌資購買土地建築校舍購買設備為校產，供本校教育使用。,教育部。中華民國三十七年八月二十八日,無限期,476450611,1,0901217,0940928,,,,,,,,,,
090法登他000030,1,2,詹日賢,59,0901224,0901224,0901225,3冊55頁,,1,董事長,財團法人友旺兒童文教基金會,0890517,苗栗縣竹南鎮友義路七七號,以關懷兒童教育為目的，推動社會教育，辦理各項關懷兒童教育相關活動，使社會大眾重視兒童－國家未來主人翁。,捐助。,苗栗縣政府八十九年四月六日八九府教社字第八九００二六六一三號,無限期,3540000,1,0901224,0910301,,,,,,,,,,
090法登他000031,1,2,詹日賢,15,0901227,0901227,0901228,1冊19頁,,0,龍和順,財團法人苗栗縣私立龍德家事商業職業學校,0861124,苗栗縣苑裡鎮房裡里南房七十五之一號,為遵照國家教育政冊暨現行教育法令之規定，辦理龍德高級家事商業職業學校，並謀其健全發展。,捐助,臺灣省政府教育廳六十二年六月一日,永久,165655290,1,0901228,0910301,,,,,,,,,,
090法登社000001,2,1,陳鴻斌,18,0900510,0900607,0900607,1冊35頁,,0,理事長,社團法人苗栗縣後龍老人會,0900607,苗栗縣後龍鎮中龍里中市街二三七號,本會以從事老人問題理論研究、策劃老人福利，改革老人生活環境為宗旨。,會員繳納常年會費、捐獻及社會人士團體贊助。,苗栗縣政府八七年六月二七日府社政字第8700059932 號,永久性,335000,1,0900607,0900924,,,,,,,,,,
091法登他000002,1,2,詹日賢,13,0910104,0910104,0910118,1冊13頁,1,7,董事長,財團法人台灣省苗栗縣私立中興高級商工職業學校,0861115,苗栗縣竹南鎮大營路二一一號,以創辦苗栗縣私立中興高級商工職業學校並謀其發展為目的。,創辦人捐贈。,台灣省政府教育廳五一年八月十一日核准設立許可。,無限期,66849050,1,0910114,0911112,,,,,,,,,,
091法登他000003,1,2,詹日賢,57,0910121,0910121,0910124,3冊49頁,1,1,董事長,財團法人劉俊秀紀念文教基金會,0890420,苗栗縣銅鑼鄉銅鑼村中正路一０二號,辦理優秀學生教育拠學金，舉辦社會教育公益活動以及劉氏宗祠之維護為宗旨。                                                                                                                                      1,由劉安慶先生及其親屬捐助,苗栗縣政府。八十九年三月一日八九府社字第八九０００一六八六三號函,永久,2230000,1,0910122,0911112,,,,,,,,,,
