登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
059登000001,1,2,王復生,4,0590909,0591102,0591105,1冊4頁,,0,陳瑞山,財團法人北部台灣基督長老教會東部中會,0551201,花蓮市節約街三０號,為圖謀基督教健全之發展，而幫助中會之傳道事工，並致力管理本會所屬資產。,由台灣基督長老教會北部大會所捐助指定為東部中會之資產。,台灣省政府民政廳民國五十五年十月二十六日,永久,1170932,1,0850502,0850502,0850502,,,,,,,,,
060登000006,1,1,王復生,31,0600715,0600722,0600727,1冊1頁,,0,王德蔭,財團法人台灣基督教花蓮國語禮拜堂,0600722,花蓮市中美路一七０號,為使教會組織健全，協助推展福音工作，並致力管理本堂所屬資產為宗旨。,由信徒捐獻。,花蓮縣政府民國六十年七月一日,永久,100000,1,0850615,0600730,0600730,,,,,,,,,
060登000007,1,1,王復生,32,0600826,0600901,0600908,1冊2頁,,0,林明宗,財團法人花蓮縣營造會館,0600901,花蓮市光復街六十三號,增進台灣區營造工業同業公會花蓮縣辦事處所屬會員之聯繫，並圖謀營造界之福利為宗旨。,由會員捐助,花蓮縣政府民國五十九年十二月十二日,永久,357550,1,0850615,0600912,0600912,,,,,,,,,
060登000008,1,1,王復生,33,0601111,0601123,0601201,1冊3頁,,0,劉韻奎,財團法人花蓮縣婦幼福利中心,0601123,花蓮市復興街四十八號,為婦女及兒童謀福利及解決困難為宗旨。,由花蓮縣婦女會捐助,花蓮縣政府民國六十年八月五日,永久,300000,1,0850615,0601202,0601202,,,,,,,,,
061登000001,1,1,王復生,2,0610113,0610119,0610124,1冊2頁,,0,李星魁,財團法人台灣省基督教倫理堂玉里教會,0610119,花蓮縣玉里鎮中華路九十六號,宣揚基督教教義，拯救世人，處理本會會務及教友利益有關事項，並舉辦幼稚園及慈善公益社會福利事業。,台灣省基督教協同會捐助,花蓮縣政府民國六十年十一月十八日,永久,150000,1,0850502,0850502,0850502,,,,,,,,,
061登000002,1,2,王復生,14,0610607,0610614,0610617,1冊14頁,,0,黃金鳳,財團法人台灣省花蓮縣私立國光高級商工職業學校,0560214,花蓮市中正路四十六號,創設花蓮縣私立國光商工職業學校，培育工商專業人才。,基本財產由各董事捐助,台灣省政府教育廳民國五十五年十一月二十八日,永久,2155927,1,0850515,0610618,0610618,,,,,,,,,
061登000003,1,1,王復生,34,0610807,0610822,0610826,1冊5頁,,0,李煜瀛,財團法人私立稚暉海事專科學校董事會,0610822,花蓮縣新城鄉北埔村二五七號之一,為國家培植海事人才，配合開發東部國策，以教育成果紀念開國元勳吳稚暉先生。,由李煜瀛(石曾)捐助,教育部六十一年五月三十日台專字第一二八三七號,永久,14712657,1,0850615,0610830,0610830,,,,,,,,,
061登000004,1,1,王復生,9,0611014,0611021,0611029,1冊9頁,,0,陳章,財團法人台灣省花蓮縣無極寺,0611021,花蓮市成功街七十二號,弘揚佛教教義，宣揚我政府反共決策。,發起人陳章等捐助,花蓮縣政府府民字第五五三三七號民國六十一年九月十一日,永久,50000,1,0850506,0611102,0611102,,,,,,,,,
062法登000001,1,2,王復生,1,0621023,0621026,0621029,1冊1頁,,0,丁榖詒,財團法人花蓮市教會聚會所,0500315,花蓮市明禮路三號,成立聚會傳揚基督引人歸主,信徒自由捐助,花蓮縣政府五十年二月二十二日府民行字第一七八號函,永久,608652,1,0850429,0621026,0621026,,,,,,,,,
062法登000002,1,2,王復生,2,0621119,0621213,0621219,1冊2頁,,0,李志華,財團法人台灣省基督教倫理堂玉里教會,0610119,花蓮縣玉里鎮中華路九十六號,宣揚基督教教義，拯救世人，處理本會會務及教友利益有關事項，並舉辦幼稚園及慈善公益社會福利事業。,台灣省基督教協同會捐助,花蓮縣政府民國六十年十一月十八日,永久,150000,1,0850502,0850502,0850502,,,,,,,,,
062法登000003,1,2,王復生,3,0621210,0621220,0621224,1冊3頁,,0,曾水沂,財團法人慈惠堂石壁分堂,0620220,花蓮市國福里十一鄰一一九號,傳佈無極瑤池金母道教教義及社會救濟事會。,信徒捐助。,六十二年一月三十日花蓮縣政府,永久,700000,1,0850617,0621226,0621226,,,,,,,,,
062法登000004,1,2,王復生,4,0621220,0621221,0621223,1冊4頁,,0,陳瑞山,財團法人北部台灣基督長老教會東部中會,0551201,花蓮市節約街三０號,為圖謀基督教健全之發展，而幫助中會之傳道事工，並致力管理本會所屬資產。,由台灣基督長老教會北部大會所捐助指定為東部中會之資產。,台灣省政府民政廳民國五十五年十月二十六日,永久,1170932,1,0850502,0621223,0621223,,,,,,,,,
062法登000005,1,2,王復生,5,0621228,0630216,0630217,1冊5頁,,0,江天順,財團法人台灣基督長老教會美崙教會,0620208,花蓮市民權路一一九號,在花蓮市各地傳佈基督教教義，辦理社會救濟教育事業。,由信徒奉獻。,花蓮縣政府  民國六十二年一月二十三日  府民行字第2107號,永久,715292,1,0850503,0630218,0630218,,,,,,,,,
062法登000006,1,2,王復生,6,0621228,0621231,0630105,1冊6頁,,0,江天順,財團法人台灣基督長老教會玉山神學院,0540709,花蓮縣壽豐鄉池南村池南一００號,傳揚基督福音，培養山胞傳教人材，發展台灣基督長教會，辦理教會公益事業。,由基督長老教會信徒所捐獻。,花蓮縣政府民國五十四年四月,,7774224,1,0850510,0630106,0630106,,,,,,,,,
062登000001,1,1,王復生,26,0620106,0620126,0620128,1冊26頁,,0,林德旺,財團法人花蓮縣林姓宗親會,0620126,花蓮市中正路三三三號,增進會員敦親睦族之情感，加強組織策劃宗親福利服利服務社會,由董事長林德旺等會員捐助,花蓮縣政府府民社字第四七九八八號民國六十一年八月一日,永久,55000,1,0850530,0620130,0620130,,,,,,,,,
062登000002,1,1,王復生,5,0620206,0620208,0620211,1冊5頁,,0,江天順,財團法人台灣基督長老教會美崙教會,0620208,花蓮市民權路一一九號,在花蓮市各地傳佈基督教教義，辦理社會救濟教育事業。,由信徒奉獻。,花蓮縣政府  民國六十二年一月二十三日  府民行字第2107號,永久,710000,1,0850503,0620213,0620213,,,,,,,,,
062登000003,1,1,吳燁山,3,0620220,0620220,0620221,1冊3頁,,0,曾水沂,財團法人慈惠堂石壁部堂,0620220,花蓮市國福里十一鄰一一九號,傳佈無極瑤池金母道教教義及社會救濟事會。,信徒捐助。,六十二年一月三十日花蓮縣政府,永久,695203,1,0850502,0850502,0850502,,,,,,,,,
062登000004,1,2,王復生,10,0620502,0620504,0620507,1冊10頁,,0,許木碇,財團法人花蓮縣私立四維中學董事會,0511115,花蓮市國慶里德興三十八號,為創辦四維中學並謀其發展為目的。,,台灣省政府民國五十一年八月七日教二字第42523號,,7516280,1,0850511,0620508,0620508,,,,,,,,,
062登000005,1,2,王復生,18,0620516,0620625,0620625,1冊18頁,,0,王步融,財團法人台灣省花蓮縣私立海星中學,0510723,花蓮縣新城鄉嘉新一七八號,發展東部女子教育鼓勵進修為國家培植青年,由天主教聖吳甦樂羅馬聯合女修會捐助,四十八年九月二十一日花蓮縣政府府萍教一字第四五一０四號,永久,5935359,1,0850527,0620630,0620630,,,,,,,,,
062登000006,1,1,林秀鳳,15,0620601,0620602,0620603,1冊15頁,,0,林四郎,財團法人花蓮縣私立中華高級工商職業學校,0620602,花蓮縣吉安鄉北昌村勝利七十九之二號,創辦私立中華高級工商職業學校培養工商事業人才並謀其發展,依照捐助章程所載,六十二年五月二十九日臺灣省政府教育廳六二教三字第０七六六九號,永久,5113483,1,0850517,0620606,0620606,,,,,,,,,
062登000007,1,2,王復生,9,0620601,0620602,0620604,1冊9頁,,0,陳章,財團法人台灣省花蓮縣無極寺,0611021,花蓮市成功街七十二號,弘揚佛教教義，宣揚我政府反共決策。,發起人陳章等捐助,花蓮縣政府府民字第五五三三七號民國六十一年九月十一日,永久,50000,1,0850506,0620606,0620606,,,,,,,,,
062登000008,1,1,謝碧莉,8,0620606,0620607,0620608,1冊8頁,,0,曹經五,財團法人台灣省花蓮縣天主教私立若瑟小學董事會,0620607,花蓮市永興路二一號,發展東部教育，培植優良國民。,由天主教聖吳甦樂羅馬聯合修女會捐助。,台灣省政府教育廳四十九年十一月七日教四字第五六七三七號函,永久,2264730,1,0850603,0620610,0620610,,,,,,,,,
063法登000002,1,2,王復生,7,0630304,0630307,0630312,1冊7頁,,0,貝靈恩,財團法人台灣省花蓮縣基督教女教士差會,0471119,花蓮市民權八街一號,傳播基督福音救養貧苦盲女及義務醫療牙疾為目的。,本會之美國總會撥給,四十七年十月二十三日花蓮縣政府府萍民一字第五五四六六號,永久,8088650,1,0850504,0630314,0630314,,,,,,,,,
063法登000005,1,1,王復生,11,0631116,0640131,0640209,1冊11頁,,0,蘇炳丁,財團法人花蓮縣玉里鎮春日五榖宮,0640131,花蓮縣玉里鎮春日里神農二十六號,弘揚佛教教義，及辦理救濟事業，暨宣揚我國固有文化。,由信徒共同捐助,花蓮縣政府府民行字第六四一二五號民國六十三年十月二十四日,永久,110000,1,0850513,0640211,0640211,,,,,,,,,
063法登000006,1,2,王復生,10,0631127,0640123,0640225,1冊10頁,,0,許木碇,財團法人台灣省花蓮縣私立四維中學,0511115,花蓮市國慶里德興三十八號,為創辦四維中學並謀其發展為目的。,,台灣省政府民國五十一年八月七日教二字第42523號,,7516280,1,0850511,0640226,0640226,,,,,,,,,
064法登000001,1,1,陳如玲,12,0640227,0640314,0640316,1冊12頁,,0,陳金魚,財團法人臺灣省花蓮縣花蓮港天宮,0640314,花蓮市德興六十八號,舉辦社會公益事業復興中華文化發展觀光事業,自由捐助,六十四年一月二十八日花蓮縣政府府民行字第一八五二號,永久,300000,1,0850513,0640318,0640318,,,,,,,,,
064法登000002,1,2,王復生,13,0640514,0641004,0641009,1冊13頁,,0,賈彥文,財團法人天主教會花蓮教區,0441024,花蓮市民立里中美路一六八號,供應本教區為舉行天主教儀式宣揚天主教教義並已辦或擬辦之教育、慈善、社會公益等事業或教會團體、團員或居民之福利事業所需用之一切設備及經費。,信友捐助,台灣省政府民政廳民國四十四年八月八日,永久,18025242,1,0850514,0641011,0641011,,,,,,,,,
064法登000003,1,2,王復生,8,0640612,0640626,0640630,1冊8頁,,0,曹經五,財團法人花蓮縣私立若瑟小學,0620607,花蓮市永興路二一號,發展東部教育，培植優良國民。,由天主教聖吳甦樂羅馬聯合修女會捐助。,台灣省政府教育廳四十九年十一月七日教四字第五六七三七號函,永久,2103370,1,0850603,0640402,0640402,,,,,,,,,
064法登000005,1,2,王復生,14,0640912,0641004,0641009,1冊14頁,,0,黃金鳳,財團法人台灣省花蓮縣私立國光高級商工職業學校,0560214,花蓮市中正路四十六號,創設花蓮縣私立國光商工職業學校，培育工商專業人才。,基本財產由各董事捐助,台灣省政府教育廳民國五十五年十一月二十八日,永久,12554313,1,0850515,0641012,0641012,,,,,,,,,
064法登000006,1,2,王復生,15,0641215,0641217,0641226,1冊15頁,,0,石常輝,財團法人花蓮縣私立中華高級工商職業學校,0620602,花蓮縣吉安鄉北昌村勝利七十九之二號,創辦私立中華高級工商職業學校培養工商事業人才並謀其發展,依照捐助章程所載,六十二年五月二十九日臺灣省政府教育廳六二教三字第０七六六九號,永久,4611988,1,0850518,0641228,0641228,,,,,,,,,
064法登000007,1,1,王復生,16,0641216,0650112,0650411,1冊16頁,,0,賴阿有,財團法人台灣省花蓮縣玉里鎮玉泉寺,0650112,花蓮縣玉里鎮泰昌里西邊六十號,宏揚固有文化道德，改善民俗，並發展觀光事業。,由信徒自由樂捐。,花蓮縣政府六十四年十二月三日府民行字第七五四七０號,永久,331393,1,0850523,0650411,0650411,,,,,,,,,
065法登000001,1,1,陳如玲,17,0650629,0650720,0650722,1冊17頁,,0,郭遜田,財團法人臺灣省花蓮縣玉里鎮協天宮,0650720,花蓮縣玉里鎮民生街十四巷五號,弘揚佛道教教義，宣揚我國固有文化。,由眾捐助者捐助,六十五年四月八日花蓮縣政府六十五府民行字第一九三七九號,永久,137627,1,0850525,0650730,0650730,,,,,,,,,
065法登000002,1,2,王復生,18,0650807,0650824,0650828,1冊18頁,,0,賈彥文,財團法人台灣省花蓮縣私立海星中學,0510723,花蓮縣新城鄉嘉新一七八號,發展東部女子教育鼓勵進修為國家培植青年,由天主教聖吳甦樂羅馬聯合女修會捐助,四十八年九月二十一日花蓮縣政府府萍教一字第四五一０四號,永久,6239861,1,0850527,0650830,0650830,,,,,,,,,
066法登000001,1,1,林武順,19,0660401,0660406,0660410,1冊19頁,,0,林朝庚,財團法人私立大漢工業專科學校,0660406,花蓮縣新城鄉北埔村三四九號,為遵照國家教育政策暨現行教育法令之規定，辨理私立大漢工業專科學校，並謀其健全發展。,由林朝庚等捐助。,教育部六十五年十二月十七日台技字第三五六０四號函准予籌設。,永久,50000000,1,0850527,0660412,0660412,,,,,,,,,
067法登000002,1,2,王復生,1,0670920,0670926,0671014,1冊1頁,,0,劉惠民,財團法人花蓮市教會聚會所,0500315,花蓮市明禮路三號,成立聚會傳揚基督引人歸主,信徒自由捐助,花蓮縣政府五十年二月二十二日府民行字第一七八號函,永久,608652,1,0850429,0670926,0670926,,,,,,,,,
067法登000003,1,1,王復生,22,0671026,0671202,0671206,1冊22頁,,0,洪華,財團法人台灣省花蓮縣光復鄉保安寺,0671202,花蓮縣光復鄉大平村二鄰三號,奉祀釋迦佛祖，宏揚教義，興辦社會福利，公益慈善事業。,信徒樂捐及拜斗收入補助財產收益。,花蓮縣政府府民行字第六六００四號民國六十七年九月十九日,永久,1813513,1,0850529,0671212,0671212,,,,,,,,,
067法登000004,1,1,陳如玲,21,0671104,0671107,0671108,1冊21頁,,0,范緞妹,財團法人台灣省花蓮縣花蓮市慈善寺,0671107,花蓮市節約街一號,宣揚佛教興辦教育及慈善事業,由慈善寺改組捐助,花蓮縣政府六十七年十月二十五日六七府民行字第七二０六二號函,永久,168849,1,0671107,0671107,0671107,,,,,,,,,
068法登000001,1,2,王復生,7,0680205,0680303,0680305,1冊7頁,,0,何淑雅,財團法人台灣省花蓮縣基督教女教士差會,0471119,花蓮市民權八街一號,傳播基督福音救養貧苦盲女及義務醫療牙疾為目的。,本會之美國總會撥給,四十七年十月二十三日花蓮縣政府府萍民一字第五五四六六號,永久,6155693,1,0850504,0680311,0680311,,,,,,,,,
068法登000002,1,2,王復生,22,0680717,0680731,0680802,1冊22頁,,0,洪華,財團法人台灣省花蓮縣光復鄉保安寺,0671202,花蓮縣光復鄉大平村二鄰三號,奉祀釋迦佛祖，宏揚教義，興辦社會福利，公益慈善事業。,信徒樂捐及拜斗收入補助財產收益。,花蓮縣政府府民行字第六六００四號民國六十七年九月十九日,永久,2809192,1,0850529,0680806,0680806,,,,,,,,,
068法登000003,1,2,王復生,15,0680813,0680906,0680908,1冊15頁,,0,張烈堂,財團法人花蓮縣私立中華高級工商職業學校,0620602,花蓮縣吉安鄉北昌村勝利七十九之二號,創辦私立中華高級工商職業學校培養工商事業人才並謀其發展,依照捐助章程所載,六十二年五月二十九日臺灣省政府教育廳六二教三字第０七六六九號,永久,4611988,1,0850518,0680910,0680910,,,,,,,,,
068法登000004,1,2,王復生,12,0680904,0680914,0680928,1冊12頁,,0,陳金魚,財團法人臺灣省花蓮縣花蓮港天宮,0640314,花蓮市德興六十八號,舉辦社會公益事業復興中華文化發展觀光事業,自由捐助,六十四年一月二十八日花蓮縣政府府民行字第一八五二號,永久,300000,1,0850513,0680930,0680930,,,,,,,,,
068法登000005,1,2,王復生,19,0681221,0681219,0681222,1冊19頁,,0,林朝庚,財團法人私立大漢工業專科學校,0660406,花蓮縣新城鄉北埔村三四九號,為遵照國家教育政策暨現行教育法令之規定，辨理私立大漢工業專科學校，並謀其健全發展。,由林朝庚等捐助。,教育部六十五年十二月十七日台技字第三五六０四號函准予籌設。,永久,64576500,1,0850527,0681226,0681226,,,,,,,,,
069法登000001,1,1,李進勇,24,0690120,0690130,0690201,1冊24頁,,0,釋證嚴,財團法人台灣省私立佛教慈濟慈善事業基金會,0690130,花蓮縣新城鄉康樂村二一號並視業務需要在國內外各地設置分事務所,辦理社會福利，公益等事業。,由佛教慈濟功德會捐助，並由社會熱心人士樂捐納入本會。,台灣省政府社會處，中華民國六十九年一月十六日。,永久,2600000,1,0690130,0690210,0690210,,,,,,,,,
069法登000002,1,2,王復生,16,0690205,0690313,0690315,1冊16頁,,0,賴興和,財團法人台灣省花蓮縣玉里鎮玉泉寺,0650112,花蓮縣玉里鎮泰昌里西邊六十號,宏揚固有文化道德，改善民俗，並發展觀光事業。,由信徒自由樂捐。,花蓮縣政府六十四年十二月三日府民行字第七五四七０號,永久,291393,1,0850523,0690316,0690316,,,,,,,,,
069法登000003,1,2,王復生,26,0690213,0690317,0690322,1冊26頁,,0,林坤鍾,財團法人台灣省林姓宗親會花蓮分會,0620126,花蓮市中正路五七二號,增進會員敦親睦族之情感，加強組織策劃宗親福利服利服務社會,由林德旺等會員捐助,花蓮縣政府府民社字第四七九八八號民國六十一年八月一日,永久,55000,1,0850530,0690326,0690326,,,,,,,,,
069法登000004,1,1,陳如玲,25,0690225,0691022,0691028,1冊25頁,,0,黃玉輝,財團法人花蓮高爾夫俱樂部,0691022,花蓮市化道路球崙一號,提倡高爾夫運動及其他體育活動，並襄助本省觀光事業之發展與社會公益，以及經營示範農埸與園藝研究。,由花蓮縣花蓮花蓮高爾夫俱樂部捐助。,花蓮縣政府民國六十九年九月十八日六九府教體字第六一三０二號准設立。,永久,1112579,1,0850529,0691030,0691030,,,,,,,,,
069法登000005,1,1,吳燁山,27,0690317,0690325,0690328,1冊27頁,,0,游阿青,財團法人佛教私立禪光育幼院,0690325,花蓮縣新城鄉新城村仁愛路十七之二號,本財團以弘揚佛教教義，匡正人心及赤忱服務社會愛心、幼吾幼以及人之幼、普潤幼苗為宗旨。凡無依無靠之孤兒貧兒均為收容給予教育。,由各董事捐助及熱心公益慈善人士捐府獻,花蓮縣政府六九年三月十二日，六九府民社字第一六五二一號函,永久,300000,1,0850531,0690330,0690330,,,,,,,,,
069法登000006,1,2,王復生,8,0690726,0691127,0691130,1冊8頁,,0,單國璽,財團法人花蓮縣私立若瑟小學,0620607,花蓮市永興路二一號,發展東部教育，培植優良國民。,由天主教聖吳甦樂羅馬聯合修女會捐助。,台灣省政府教育廳四十九年十一月七日教四字第五六七三七號函,永久,5360385,1,0850603,0691202,0691202,,,,,,,,,
069法登000007,1,2,王復生,12,0690826,0690829,0690830,1冊12頁,,0,藍祥崑,財團法人臺灣省花蓮縣花蓮港天宮,0640314,花蓮市德興六十八號,舉辦社會公益事業復興中華文化發展觀光事業,自由捐助,六十四年一月二十八日花蓮縣政府府民行字第一八五二號,永久,300000,1,0850513,0690901,0690901,,,,,,,,,
069法登000008,1,2,王復生,4,0691007,0691024,0691101,1冊4頁,,0,莊敬虔,財團法人北部台灣基督長老教會東部中會,0551201,花蓮市節約街三０號,為圖謀基督教健全之發展，而幫助中會之傳道事工，並致力管理本會所屬資產。,由台灣基督長老教會北部大會所捐助指定為東部中會之資產。,台灣省政府民政廳民國五十五年十月二十六日,永久,1170932,1,0850502,0691102,0691102,,,,,,,,,
069法登000009,1,2,王復生,19,0691126,0691208,0691210,1冊19頁,,0,林朝庚,財團法人私立大漢工商專科學校,0660406,花蓮縣新城鄉北埔村三四九號,為遵照國家教育政策暨現行教育法令之規定，辨理私立大漢工業專科學校，並謀其健全發展。,由林朝庚等捐助。,教育部六十五年十二月十七日台技字第三五六０四號函准予籌設。,永久,64576500,1,0850527,0691212,0691212,,,,,,,,,
069法登000010,1,1,王復生,28,0691210,0700219,0700222,1冊28頁,,0,馮文光,財團法人台灣省花蓮縣鳳林鎮林榮里碧雲寺,0700219,花蓮縣鳳林鎮林榮里一五二號,宏揚教義，興辦社會公益慈善事業,均由信徒捐助,花蓮縣政府府民行字第八一九三六號民國六十九年十一月二十五日,永久,338000,1,0850531,0700226,0700226,,,,,,,,,
070法登000002,1,2,王復生,18,0700123,0700221,0700226,1冊18頁,,0,單國璽,財團法人台灣省花蓮縣私立海星高級中學,0510723,花蓮縣新城鄉嘉新一七八號,發展東部女子教育鼓勵進修為國家培植青年,由天主教聖吳甦樂羅馬聯合女修會捐助,四十八年九月二十一日花蓮縣政府府萍教一字第四五一０四號,永久,7337320,1,0850527,0700228,0700228,,,,,,,,,
070法登000003,1,2,王復生,15,0700127,0700307,0700310,1冊15頁,,0,陳金月,財團法人花蓮縣私立中華高級工商職業學校,0620602,花蓮縣吉安鄉北昌村勝利七十九之二號,創辦私立中華高級工商職業學校培養工商事業人才並謀其發展,依照捐助章程所載,六十二年五月二十九日臺灣省政府教育廳六二教三字第０七六六九號,永久,4611988,1,0850518,0700312,0700312,,,,,,,,,
070法登000004,1,2,王復生,17,0700326,0700828,0700830,1冊17頁,,0,陳欽環,財團法人臺灣省花蓮縣玉里鎮協天宮,0650720,花蓮縣玉里鎮民生街五十三巷十三號,弘揚佛道教教義，宣揚我國固有文化。,由眾捐助者捐助,六十五年四月八日花蓮縣政府六十五府民行字第一九三七九號,永久,644390,1,0850525,0700830,0700830,,,,,,,,,
070法登000007,1,2,王復生,11,0701007,0701231,0710122,1冊11頁,,0,徐運添,財團法人花蓮縣玉里鎮春日五榖宮,0640131,花蓮縣玉里鎮春日里神農六十八號,弘揚佛教教義，及辦理救濟事業，暨宣揚我國固有文化。,由信徒共同捐助,花蓮縣政府府民行字第六四一二五號民國六十三年十月二十四日,永久,110000,1,0850513,0710126,0710126,,,,,,,,,
071法登000001,1,2,王復生,25,0710407,0710415,0710418,1冊25頁,,0,黃玉輝,財團法人花蓮高爾夫俱樂部,0691022,花蓮市化道路球崙一號,提倡高爾夫運動及其他體育活動，並襄助本省觀光事業之發展與社會公益，以及經營示範農埸與園藝研究。,由花蓮縣花蓮花蓮高爾夫俱樂部捐助。,花蓮縣政府民國六十九年九月十八日六九府教體字第六一三０二號准設立。,永久,1112579,1,0850529,0710420,0710420,,,,,,,,,
071法登000004,1,2,王復生,10,0710617,0710717,0710718,1冊10頁,,0,許木碇,財團法人台灣省花蓮縣私立四維中學,0511115,花蓮市國慶里德興三十八號,為創辦四維中學並謀其發展為目的。,,台灣省政府民國五十一年八月七日教二字第42523號,,44030393,1,0850511,0710720,0710720,,,,,,,,,
071法登000005,1,1,吳振東,35,0711104,0720428,0720430,1冊35頁,,0,許聰敏,財團法人花蓮太魯閣祥德寺,0720428,花蓮縣秀林鄉富世村天祥十六號,弘揚佛教教義，導化人心，匡正社會風氣及促進太魯閣風景區之發展為目的。,信徒及熱心公益事業之社團、財團以及社會人士捐助。,花蓮縣政府七十一年十月二十一日府民禮字第七一八九二號,永久,500000,1,0850531,0720502,0720502,,,,,,,,,
071法登000006,1,2,王復生,13,0711113,0711202,0711206,1冊13頁,,0,單國璽,財團法人天主教會花蓮教區,0441024,花蓮市民立里中美路一六八號,供應本教區為舉行天主教儀式宣揚天主教教義並已辦或擬辦之教育、慈善、社會公益等事業或教會團體、團員或居民之福利事業所需用之一切設備及經費。,信友捐助,台灣省政府民政廳民國四十四年八月八日,永久,18025242,1,0850514,0711208,0711208,,,,,,,,,
072法登000007,1,2,王復生,22,0720411,0720604,0720606,1冊22頁,,0,洪華,財團法人台灣省花蓮縣光復鄉保安寺,0671202,花蓮縣光復鄉大平村二鄰三號,奉祀釋迦佛祖，宏揚教義，興辦社會福利，公益慈善事業。,信徒樂捐及拜斗收入補助財產收益。,花蓮縣政府府民行字第六六００四號民國六十七年九月十九日,永久,3982799,1,0850529,0720608,0720608,,,,,,,,,
