登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
082法登000017,1,1,趙家光,28,0830120,0830120,0830202,1冊55頁,,0,董事長,財團法人金門縣董氏宗親公益基金會,0830120,金門縣金城鎮古城村董氏家廟(大古崗五十七號),以促進宗親團結、崇揚祖德、推展公益與慈善事業,宗親會捐助及樂捐,八十二年十一月十五日金門縣政府,永久存立,1330000,1,0830224,0830225,0830225,,,,,,,,,
082法登000018,1,1,張崇哲,29,0821210,0830331,0830406,1冊57頁,,0,李賢輝,財團法人金門縣山西德宗李氏基金會,0830331,金門縣金沙鎮山西李氏家廟,本法人宗旨係為推行社區發展及社會文教建設，並發揚社會扶助精神,李氏家廟修建委員會、北嶽廟重建委員會捐助，並接受各界捐助,金門縣政府八十二年十一月十一日,永久存立,1747384,1,0830915,0830915,0830915,,,,,,,,,
082法登000019,2,1,張崇哲,30,0821223,0830430,0830503,2冊1頁,1,0,理事長,社團法人金門縣舊金城古地城隍慈善會,0830430,金門縣舊金城農民活動中心,本會以供奉古地城隍爺神靈香火，佑我黎民增進本社區、四境公益慈        善事業為目的,善男信女認捐,八十二年十一月二十二日金門縣政府,永久存在,1850581,1,0830816,0830816,0830816,,,,,,,,,
082法登財000001,1,1,李成在,291,0820601,0820601,0820601,11冊24頁,,,陳育雨,財團法人金門縣銀同碧湖陳氏文教基金會,0820601,金門縣金湖鎮湖前57號,本法人宗旨係為民眾謀求福利，救濟貧困，以促進族親子弟求學向上及興辦社會公益事業。,由捐助人陳亭卿捐助,金門縣政府中華民國82年4月3日(82)縣民字第07191號,永久,2000000,1,0820601,,,,,,,,,,,
083法登000001,1,2,蔡正廷,16,0830118,0830118,0820315,1冊31頁,1,0,董事長,財團法人忠孝新偖文教基金會,0820310,金門縣金沙鎮忠孝新村慈航寺,一、推行社會文教建設，發揚社會扶助精神。二、辦理獎助學金，以        激勵後進。三、辦理社會教育，及體育活動。四、辦理社會公益事業        。五、辦理急難救助等慈善事業。六、其他有關應辦事項。,由捐助人黃景章等熱心人士捐助,八十二年十二月三日金門縣政府,永久存在,3000000,1,0830204,0830204,0830204,,,,,,,,,
083法登000002,1,2,張崇哲,10,0830401,0830505,0830506,1冊19頁,2,2,董事長,財團法人金門縣歐陽氏基金會,0800528,金門縣金城鎮歐厝四十號歐陽宗祠,團結宗親力量，善用鄉村資源，強化財產管理，興辦社會公益慈善事        業,樂捐,八十年三月九日金門縣政府,無限期,245700,1,0830527,0830527,,,,,,,,,,
083法登000003,1,2,張崇哲,8,0830526,0830526,0830528,1冊15頁,2,2,董事長,財團法人金門縣薛氏基金會,0791123,金門縣金城鎮珠沙村六十號,本會為便利及強化財產管理，創辦各項社會福利事業為宗旨,捐獻,八十三年五月十二日金門縣政府,永久,5000000,1,0830608,0830608,0830608,,,,,,,,,
083法登000004,1,1,張崇哲,31,0830423,0830608,0830610,2冊3頁,,0,王世宗,財團法人金門縣東沙村王氏宗親基金會,0830608,金門縣金城鎮東沙村王氏宗親基金會,激勵後進，作育英才，崇祀祖先，敦厚孝道，救助社會貧病孤苦或遭受急難：::等有關公益慈善事業,由東沙村王氏宗親之公產撥付並長期接受各界捐助,金門縣政府八十三年三月三十日,永久存在,0,1,0921218,0831229,0831229,,,,,,,,,
083法登000005,1,1,張崇哲,32,0830623,0830906,0830906,2冊5頁,,0,董事長,財團法人汶浦黃氏特授汝州司馬雄公紀念基金會,0830906,金門縣金沙鎮汶沙里后浦頭八十九號,本會為便利及強化財產管理，創辦社會各項福利慈善事業為宗旨,自由捐助,八十三年四月三十日金門縣政府,永久,141374,1,0840321,0840321,0840321,,,,,,,,,
083法登000006,2,2,張崇哲,6,0830621,0830829,0830830,1冊11頁,2,2,理事長,社團法人福建省金門縣農會,0790517,金門縣金城鎮民生路六號,保障農民權益，提高農民知識技能，促進農業現代化，增加生產收益        ，改善農民生活，發展農村經濟,事業基金，法定公積金，盈餘提撥,八十一年三月二十三日金門縣政府,永久,180856362,1,0831130,0831004,0831004,,,,,,,,,
083法登000007,2,1,張崇哲,33,0830727,0830906,0830909,2冊7頁,,0,理事長,社團法人金門縣官澳楊氏宗親會,0830906,金門縣官澳楊氏大宗祠達山堂,團結宗親、敦親睦族、勸善規過、濟困解紛、發揚祖德、改善社會風        氣、促進學術研究、激發愛國精神,由達山堂及理監事等捐助,八十三年二月二十二日金門縣政府,永久存在,2794639,1,0831130,0830929,0830929,,,,,,,,,
083法登000008,1,1,張崇哲,34,0830802,0830914,0830915,2冊9頁,,0,董事長,財團法人金門縣金沙鎮東西山前李氏鄉親基金會,0830914,金門縣金沙鎮三山村西山前李氏家廟,推行社區發展及社會文教建設，並發揚社會扶助精神，舉辦公益事業        ，提昇生活品質,西山前李氏家廟管理委員會、西山前聖侯廟整建委員會及李榮坤捐助,八十三年六月二十七日金門縣政府,永久存在,214784,1,0831228,0831228,0831228,,,,,,,,,
083法登000010,2,1,張崇哲,36,0831020,0840114,0840120,2冊13頁,,0,王水彰,社團法人福建省金門縣退除役軍人協會,0840114,金門縣金城鎮民生路五十二號,一、促進退除役軍人團結情誼。二、爭取退除役軍人合法權益與福祉。三、維護國家社會安定和利益。,金門縣後備軍人會捐助,金門縣政府八十三年十月七日,永久存在,115433,1,0840427,0840427,,,,,,,,,,
084法登000001,2,1,1黃小瑩,39,0840309,0840523,0840527,2冊19頁,,0,莊根添,社團法人金門縣西浦頭光前廟慈善會,0840523,金門縣金寧鄉西浦頭四十二號,本會以宣揚佛教、道教教義、村政社務、宮廟整修、慶典作醮、並管理運用本會財產、舉辦公益事業、增進社會福祉為目的,由光前廟及其管理委員會或善男信女添緣捐助,金門縣政府八十三年七月二十三日縣民字第一八一三０號函,永久,1500000,1,0840615,0840615,0840615,,,,,,,,,
084法登000002,1,2,黃小瑩,5,0840316,0840524,0840526,1冊9頁,2,2,陳辛酉,財團法人福建更生保護會,0781110,金門縣金寧鄉仁愛新村五號,保護出獄人，使其自立更生，適於社會生活，預防再犯，以維社會安寧為目的,林德甫、張邦育、蔡光林、楊水應捐助及法務部補助,法務部八十三年十月十日法八十三保字第二二五四０號,無限期,3100000,1,0840615,0840615,0840615,,,,,,,,,
084法登000004,2,1,黃小瑩,37,0840408,0840425,0840427,2冊15頁,,0,陳育雨,社團法人金門縣金湖鎮湖前陳氏宗親會,0840425,金門縣金湖鎮湖前陳氏宗祠,本會以倡導敦親睦族、互助合作、促進宗族團結、增進宗親福利、砥礪忠孝節義為宗旨,由湖前宗親及熱心人士捐助,金門縣政府中華氏國八十四年三月九日府氏字第０六五五０號,永久存在,2450000,1,0840512,0840512,0840512,,,,,,,,,
084法登000006,2,2,黃小瑩,6,0840801,0830829,0830830,1冊11頁,2,6,理事長,社團法人福建省金門縣農會,0790517,金門縣金城鎮民生路六號,保障農民權益，提高農民知識技能，促進農業現代化，增加生產收益        ，改善農民生活，發展農村經濟,事業基金，法定公積金，盈餘提撥,八十一年三月二十三日金門縣政府,永久,180856362,1,0840814,0840817,0840817,,,,,,,,,
084法登社000007,2,1,黃小瑩,2,0840814,0840901,0840902,2冊21頁,,0,陳金在,社團法人金門縣金湖鎮夏興村陳氏宗親會,0770323,金門縣金湖鎮夏興村(夏興陳氏宗祠),發揚固有宗族關係與倫理精神，提倡敦親睦族，互助互愛，患難相扶，促進家族團結，增進宗親福利，培養民族意識與國家觀念。,會員入會費.夏興陳氏宗親及熱心人士捐助,金門縣政府....縣民字第一一一九二號,永久設立,140966,1,0840901,0840901,,,,,,,,,,
084法登社000008,2,1,黃小瑩,3,0840901,0841116,0841118,2冊25頁,,0,林棉,社團法人金門縣烈嶼鄉東林林氏宗親會,0841116,金門縣烈嶼鄉東林八十號,聯絡宗親情誼、管理祖遺財產、辦理宗親急難救助及社會公益事業為目的。,會員、宗親捐獻，宗祠公共造產收入,金門縣政府府民字第一三六八七號,永久設立,430100,1,0841116,0841116,,,,,,,,,,
084法登社000011,2,1,林勤綱,4,0841114,0841127,0841228,2冊27頁,,0,辛怡鴻,社團法人金門縣辛氏宗親會,0781027,金門縣金城鎮金門城西門外辛氏家廟內,敦親睦族、患難互助、連繫宗族、維護倫理及協助政府推行政令，改良民俗、獎掖子弟升學、培植才俊。,會員會費、捐款、政府補助、報丁費。,金門縣政府、府民字第二一八六六號。,永久,290000,1,0841227,0841227,,,,,,,,,,
084法登社000012,2,,林勤綱,6,0841204,0850119,0850122,2冊31頁,,0,蕭子華,社團法人金門縣金沙國小學生家長會,0790517,金門縣金沙鎮后浦頭一一七號(金沙國小學生活動中心),增進學生福祉，加強學生學習成效，支援教學活動，促進學校整体發展，發揮組織功能，並推展公益事業為宗旨。,基金孳息收益、不動產租金收益撥充。,金門縣政府、縣民字第二八一二二號。,永久設立。,1578700,1,0850119,0850712,0850712,,,,,,,,,
084法登社000013,2,1,林勤綱,5,0841221,0850118,0850122,2冊29頁,,0,許天順,社團法人金門縣金寧鄉安美村許氏宗親會,0781110,金門縣金寧鄉安美村許氏家廟(安岐六十之五號),倡導敦親睦族、互助合作、增進宗親福利、發揚固有倫理道德;以敦風勵俗、 激發民族精神、培養愛鄉愛國情操、砥礪忠孝節氣。,入會費、年費、宗親捐助。,福建省金門縣政府、八十四年六月廿七日府民字第一六三九八號,永久存立,206675,1,0850118,0850516,0850516,,,,,,,,,
084法登財000009,1,1,黃小瑩,11,0841011,0841017,0841019,1冊21頁,,0,許金龍,財團法人中華民國福建省金門縣愛心慈善事業基金會,0841017,金門縣金城鎮民族路二一七號,發揚愛心、鼓勵善行、聚合眾智群力、廣集社會資源、協助政府推行社會福利政策、辦理急難救助、社會公益服務等事業。,由膺選全國好人好事代表、鄉僑及社會熱心公益慈善團体(個人)捐助。,金門縣政府、中華民國八十年七月九日(80)縣民字第七七一九號。,無限期。,596105,1,0841017,0841026,,,,,,,,,,
084法登財000010,1,1,黃小瑩,2,0841012,0841027,0841030,2冊23頁,,0,楊忠福,財團法人金門官澳龍鳳宮,0770323,金門縣金沙鎮官澳十六號,宣揚廣澤尊王、天上聖母等諸神聖德，傳揚道教教義及辦理社會公益慈善事業。,自由捐助。,金門縣政府...府民字第一五七三０號。,永久。,4363058,1,0841027,0850115,0850115,,,,,,,,,
085法登他000017,2,2,林勤綱,6,0850607,0850703,0850713,1冊12頁,2,7,理事長,社團法人福建省金門縣農會,0790517,金門縣金城鎮民生路六號,保障農民權益，提高農民知識技能，促進農業現代化，增加生產收益        ，改善農民生活，發展農村經濟,事業基金，法定公積金，盈餘提撥,金門縣政府、撫民字第七四八三號,永久,428554579,1,0850703,0850912,0850912,,,,,,,,,
085法登他000018,1,2,林勤綱,4,0850723,0850724,0850725,1冊7頁,2,3,董事長,財團法人金門縣忠義廟基金會,0781027,金門縣金湖鎮新市里林森路六號。,捐獻籌建忠義廟藉以規過勸善、發揚忠孝節義並協助政府推行政令、        舉辦社會福利慈善事業為宗旨。,捐獻。,金門縣政府、撫民字第九七七九號,永久,4366225,1,0850724,0850806,0850806,,,,,,,,,
085法登他000021,1,2,林勤綱,8,0850911,0850926,0850930,1冊15頁,2,3,薛芳千,財團法人金門縣薛氏基金會,0791123,金門縣金城鎮珠沙村六十號,本會為便利及強化財產管理，創辦各項社會福利事業為宗旨,珠山學堂及宗廟池塘、捐助基金、財產孳息及其他收入,金門縣政府、七十九年七月十二日、縣民字第三五五三號,永久,8107533,1,0850926,0851003,0851003,,,,,,,,,
085法登他000022,1,2,林勤綱,5,0851008,0851011,0851012,1冊9頁,2,2,洪昶,財團法人福建更生保護會,0781110,金門縣金寧鄉仁愛新村五號,保護出獄人，使其自立更生，適於社會生活，預防再犯，以維社會安寧為目的,林德甫、楊水應、張邦育、蔡輝林各捐新台幣25000，法務部補助3000000,法務部七十八年九月十八日法保字第一六二０二號,無限期,3100000,1,0851011,0851021,0851021,,,,,,,,,
085法登他000023,1,2,林勤綱,13,0851202,0851227,0851230,1冊25頁,2,2,汪王屏,財團法人金門基督教會,0801129,金門縣金城鎮珠浦北路三十號,本基督愛人之精神，傳揚基督教義及辦理社會公益慈善事業。,接受信徒或有關單位之捐助( 奉獻 )。,金門縣政府、縣民字第一一二三一號,永久,51063650,1,0851227,0860107,0860107,,,,,,,,,
085法登社000014,2,1,林勤綱,11,0850203,0851213,0851214,3冊1頁,,0,李錫民,社團法人金門縣華僑協會,0841017,金門縣金城鎮光前路一四七號,促進華僑合作，加強僑鄉連絡感情，增進僑眷福利及協助地方建設為宗旨,華僑捐款及會員捐助,金門縣政府、84.09.11.府民字第22513號函,永久,2804306,1,0851213,0860508,0860508,,,,,,,,,
085法登社000015,2,1,林勤綱,7,0850208,0850402,0850402,2冊33頁,,0,王永謀,社團法人金門縣金沙鎮營山王氏宗親會,0680227,金門縣金沙鎮浦山村營山二號(金門縣金沙鎮營山王氏家廟),敦睦營山村王氏宗親，崇揚祖德，增進情誼，促成互助合作，提供服務，推展族親公益與慈善事業為宗旨,會員及旅居國內外之宗親樂捐、基金及其孳息、事業費及事業之孳息、其他收入,金門縣政府、府民字第二一二五０號,永久存在,385990,1,0850402,0850618,0850618,,,,,,,,,
085法登社000016,2,1,林勤綱,8,0850605,0850703,0850713,2冊35頁,,0,呂天註,社團法人金門縣金湖鎮西村呂氐宗親會,0791123,金門縣金湖鎮西村呂氐宗祠,敦睦宗親，促進團結，增進宗親福利，加強宗族關係，發揚固有文化，達到互助互愛，患難扶助及協助政府推行法令，改良民俗目的,會員會費，祖遺共有產業處分及經營其他事業收入，志願捐款，其他收入,金門縣政府、府民字第一００二七號函,永久,5536960,1,0850703,0851121,0851121,,,,,,,,,
085法登社000019,2,1,林勤綱,9,0850827,0850912,0850914,2冊37頁,,0,王仁磋,社團法人金門縣金沙鎮后宅王氏宗親會,0850912,金門縣金沙鎮浦山村后宅三五號,倡導慎終追遠、敦親睦族精神，促進宗族團結、增進宗族福利、發揚互助合作情操，並推廣社會服務、社會救助事業為宗旨,會員會費( 入會費及常年會費 )、本會財產孳息及事業收入、捐贈、其他收入,金門縣政府、府民字第００二三０號,永久,1569802,1,0850912,0860417,0860417,,,,,,,,,
085法登社000020,2,1,林勤綱,10,0850903,0851120,0851121,2冊39頁,,0,張璋全,社團法人金門縣金沙鎮沙美張氐宗親會,0800528,金門縣金沙鎮沙美勝利路九號( 張氐宗祠 ),配合地方自治推動公益事業及其他民俗活動，促進團結和諧，增進宗親福祉。並彰顯祖德、編修族譜、溯本追源，發揚固有文化，達到互助互愛，患難扶持為宗旨,會員會費、祖遺共有產業管理放租處分及經營其他事業收入、自由捐助、其他收入,金門縣政府、府民字第二三九二一號函,永久,100000,1,0851120,0851211,0851211,,,,,,,,,
085法登社000024,2,1,林勤綱,12,0851213,0851219,0851221,3冊3頁,,0,陳神護,社團法人金門縣金城鎮庵前陳氐宗親會,0801102,金門縣金城鎮庵前二三號( 陳氐家廟 ),以倡導敦親睦族、增進宗親情誼、發揚倫理道德、砥礪忠孝節義為宗旨,會員會費、本法人之財產孳息、各界捐贈、其他,金門縣政府、中華民國八十五年七月十一日、府民字第一二九四九號,永久,55842,1,0851219,0851228,0851228,,,,,,,,,
086法登他000012,2,2,高玉舜,13,0860625,0860714,0860718,3冊5頁,1,0,王再生,社團法人金門縣金沙鎮山后王氏宗親會,0801129,金門縣金沙鎮山后村王氏宗祠,以倡導慎終追遠、飲水思源之倫理道德，發揚敦親睦族團結和諧之精神，促進宗親互助合作，增進宗族福祉，並推展社會公益慈善活動為宗旨,會員會費(分入會費及常年費)，財產孳息及事業收入，各界捐贈，其他收入,金門縣政府、中華民國八十五年七月十一日、府民字第一二九四七號函,永久,310000,1,0860715,0860723,0860723,,,,,,,,,
086法登他000014,1,2,張國勳,1,0860821,0860902,0860910,3冊29頁,1,1,黃哲仁,財團法人福建省金門縣沙美中華基督教會,0631130,金門縣金沙鎮沙美門牌一二二號,傳揚基督引人歸主及舉辦社會福利事業,由眾信徒( 隱名式 )捐助,金門縣政府、63.08.16.(63)礱民字第12138號,永無限期,1210732,1,0860902,0861013,0861013,,,,,,,,,
086法登他000018,1,2,張國勳,22,0861006,0861007,0861009,1冊43頁,2,2,黃城池,財團法人金門縣前水頭金水寺公益慈善基金會,0820823,金門縣金城鎮前水頭一三八號,宣揚佛教、道教教義，以淨化人心，並倡導忠義之風，推展祥和之氣        ，舉辦公益事業，增進社會福址，協助地方建設，提昇生活品質,由金水寺及其管理委員會等捐助,金門縣政府、縣民字第一五三二六號,永久存在,91442268,1,0861007,0861020,0861020,,,,,,,,,
