登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
072法登000002,1,2,范仁勳,10,0721121,0721121,0721123,1冊19頁,1,,董事長,財團法人澎湖縣馬公市薓裡里林燕力行獎學基金會,0710716,澎湖縣馬公市薓裡里53之3號,獎助本里（薓裡里）努力向學之優秀學生。,策動地方人士捐獻籌集。,澎湖縣政府71年6月9日澎府教國字第15848號函。,常年,466000,1,0721122,0980316,,,,,,,,,,
073法登000001,1,1,林陳松,11,0730723,0730803,0730803,1冊25頁,,,董事長,財團法人台灣省菸酒公賣局澎湖分局職工福利委員會,0730803,澎湖縣馬公市中興里民生路42號,本會以辦理所屬職工各項福利事業（含福利補助、重大災害慰問、子女就學獎助、子女出國進修貸款、福利業務貸款、緊急貸款、退休互助、公賻互助等），並謀其健全發展。,由總局捐助、職工薪津扣繳及下腳變價提成。,澎湖縣政府（七三澎府民社字第18583號）許可於中華民國73年6月1日。,永久。,147657,1,0730803,0980316,,,,,,,,,,
074法登000001,1,2,林陳松,6,0740406,0740408,0740420,1冊7頁,2,8,董事長,財團法人澎湖縣馬公市鎖港里北極殿及坤元寺廟會,0640320,澎湖縣馬公市鎖港里北極殿,本法人宗旨在團結信徒，傳佈教義，並推展宗教、教育、公共福利事業。,自由捐助,澎湖縣政府64年3月13日澎府德民行字第0594號函許可設立。,無限期,110000,1,0740420,0980316,,,,,,1.捐助暨組織章程第六條：本會財產之變動或處分應由信徒大會決議。變更為本會財產之變動或處分非經全體董事三分之二以上同意並填造詳明之使用計劃報主管機關核准，不得處分。2.原任董事長許耕讀解任變更為吳君前。,,,,
074法登000002,1,1,林陳松,12,0741003,0741007,0741007,1冊27頁,,,董事長,財團法人台灣電力股份有限公司澎湖區職工福利委員會,0741007,澎湖縣馬公市西文里西文澳120號台灣電力股份有限公司澎湖區營業處內,為辦理台灣電力股份有限公司澎湖地區員工及其眷屬之福利事業。,由台灣電力股份有限公司職工福利委員會核撥,澎湖縣政府中華民國74年9月3日七四澎府民社字第35937號函。,無限期,1620746.91,1,0741007,0980316,,,,,,,,,,
075法登000001,1,1,蔡清遊,13,0750327,0750403,0750403,1冊29頁,,,理事長,財團法人澎湖縣博愛慈善會,0750403,澎湖縣馬公市文光路27-2號,為宏揚「人溺己溺」之胸襟，光大行善最樂之美德，秉助人之愛心，以服務廣大人群促進社會福祉，俾達祥和樂利關愛互助之境界為目的。,會員繳費及樂捐。,澎湖縣政府七十二年二月二十二日。,永久,1274924,1,0750403,0980316,,,,,,,,澎湖縣政府75.6.20澎府民社字第24657號函辦理,申請登記社團法人時，勿登記為財團法人，核已違反設立許可。,
075法登000002,2,1,蔡清遊,14,0750812,0750813,0750813,2冊1頁,,,理事長,社團法人澎湖縣博愛慈善會,0750813,澎湖縣馬公市文光路27-2號,為宏揚「人溺己溺」之胸襟，光大行善最樂之美德，秉助人之愛心以服務廣大人群，促進社會福祉俾達祥和樂利關愛互助之境界為目的。,會員繳會及樂捐。,澎湖縣政府七十五年八月四日（澎府民社字第31867號）。,永久,1337459,1,0750813,0980316,,,,,,,,,,
076法登000001,1,1,林永茂,15,0760203,0760205,0760205,2冊2頁,,,董事長,財團法人澎湖縣慈善服務基金會,0760205,澎湖縣馬公市民生路40號,協助政府推行社會福利政策，辦理急難救助慈善服務事業。,台灣省民眾服務社澎湖縣支社捐助,澎湖縣政府於中華民國75年10月6日以七五澎府民社字第40626號函准。,無限期,10250000,1,0760205,0980316,,,,,,,,,,
076法登000002,1,2,林永茂,15,0761202,0761202,0761205,2冊2頁,1,5,董事長,財團法人澎湖縣慈善服務基金會,0760205,澎湖縣馬公市民生路40號,協助政府推行社會福利政策，辦理急難救助慈善服務事業。,台灣省民眾服務社澎湖縣支社捐助。,澎湖縣政府75年10月6日澎府民社字第40626號函。,無限期,25000000,1,0761204,0980316,,,,,,財產總額變更登記為25000000元。,,,,
077法登000001,1,1,羅正平,16,0770621,0770629,0770629,2冊3頁,,0,董事長,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路二三０號縣立文化中心內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,七十七年六月十三日澎湖縣政府澎府教社字第二四一二四號函。,永久設立,18696230,1,0770629,0980316,0770629,,,,,,,,,
077法登000002,1,2,羅正平,15,0770801,0770803,0770804,2冊2頁,1,0,郭志龍,財團法人澎湖縣慈善服務基金會,0760205,澎湖縣馬公市民生路四０號,協助政府推行社會福利政策，辦理急難救助慈善服務事業。,臺灣省民眾服務社澎湖縣支社捐助,澎湖縣政府七十五年十月六日澎府民社字第四０六二六號函。,無限期,25000000,1,0870811,0980316,,,,,,,,,,
078法登000001,2,1,黃秀得,17,0780516,0780612,0780612,2冊4頁,,,理事長,社團法人中華民國退伍軍人協會澎湖縣分會,0780612,澎湖縣馬公市忠孝路1號,促進袍澤情誼，增進共同福祉，維護社會秩序，保障國家利益。,會員入會費，常年會費，捐款，及事業費與基金之孳息。,澎湖縣政府78年5月13日澎府民社字第9388號函。,永久,221189,1,0780612,0980316,,,,,,,,,,
078法登000002,1,1,黃秀得,18,0780803,0780804,0780804,2冊5頁,,,董事長,財團法人中國青年服務事業文教基金會澎湖縣分事務所,0780804,台北市松江路219號、分事務所：澎湖縣馬公市介壽路11號,本會以服務青年，推展各項文教活動為宗旨。,捐助,教育部77年3月23日台（77）高11893號函及78年6月5日台（78）高26307號函。,永久設立,27303790,1,0780804,0980316,,,,,,,,,,
079法登000001,1,2,吳慎志,16,0790510,0790516,0790516,2冊3頁,1,1,董事長,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路二三０號縣立文化中心內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,七十七年六月十三日澎湖縣政府77年6月13日澎府教社字第24124號函。,永久設立,32739278,1,0790516,0980316,0790518,,,,,,,,,
080法登000001,1,1,林雅鋒,19,0800916,0800927,0800927,2冊6頁,,,董事長,財團法人澎湖馬公城隍廟,0800927,澎湖縣馬公市重慶里光明路二十號（城隍廟）,為協助政府推行政令，宣揚教義發展宗教事業，並舉辦慈善事業，福利社會。,自由樂捐,澎湖縣政府八十年九月九日八十澎府民禮字第四二二七三號,永久存立,25327588,1,0930607,0980316,,蘇士基,澎湖縣馬公市啟明里中山路三十二之三十一號,880,,,,,,
081法登000001,1,2,林雅鋒,16,0810210,0810221,0810222,2冊3頁,2,2,董事長,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路二三０號縣立文化中心內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,七十七年六月十三日澎湖縣政府77年6月13日澎府教社字第24124號函。,永久設立,33239278,1,0810222,0980316,0810221,,,,,,,,,
081法登000003,1,2,林堭儀,8,0810501,0810501,0810511,1冊13頁,1,0,董事長,財團法人臺灣省澎湖縣馬公教會,0670717,澎湖縣馬公市樹德路二十六號,傳揚基督引人歸主告福社會,眾信徒捐獻,澎湖縣政府六十七年六月廿七日六七府民行行號第一七二一一號,永久,15270497,1,0870507,0980316,,,,,,,,,,
081法登000004,2,1,林雅鋒,20,0810507,0810512,0810512,2冊7頁,,,理事長,社團法人澎湖縣退休警察人員協會,0810512,澎湖縣馬公市治平路36號,本會以聯絡退休警察人員情感，促進互助合作，協助推行政令。,會員會費及會員贊助。,澎湖縣政府於78年7月26日以七八澎府民社字第32314號函核准設立。,永久,136209,1,0810512,0980316,,,,,,,,,,
081法登000005,2,2,林雅鋒,14,0810623,0810629,0810701,2冊1頁,1,0,莊自智,社團法人澎湖縣博愛慈善會,0750813,澎湖縣馬公市啟明里仁愛路六十一號,為宏揚「人溺已溺」之胸襟，光大行善最樂之美德，秉助人之愛心以服務廣大群，促進社會福祉俾達到祥和樂利關愛互助境界之目的。,會員繳會費及樂捐,澎湖縣政府七十五八月四日澎府民社字第三一八六七號,永久,4294771,1,0871019,0980316,,,,,,,,,,
081法登000006,2,1,林雅鋒,21,0810731,0810824,0810824,2冊8頁,,,理事長,社團法人澎湖縣湖西鄉許家社區發展協會,0810824,澎湖縣湖西鄉許家村22-1號,為促進社區發展、增進居民福利、建設安和融洽、團結互助之現代化社會。,捐助,澎湖縣政府81年5月18日（81）澎府民社字第23095號函,永久,500000,1,0810824,0980316,,,,,,,,,,
081法登000007,2,2,林雅鋒,2,0810806,0810810,0810811,1冊2頁,2,16,理事長,社團法人澎湖縣福建同鄉會,0540611,澎湖縣馬公市中華路四十九之二號,聯絡同鄉情誼，發揮互助互愛精神，協助政府推進地方建設事業，並謀同鄉福利。,一、會員所繳納會費。二、向同鄉捐助。三、其他收益。,九十年十一月十二日澎府社行字第六一九一三號,永久,13894,1,0810810,0980316,,,,,,一、理事長王可敏連任。
二、常務理事原林敬顯、張統永兩員改選為陳勝棖、鄭正東兩員新任。
三、理事原為黃椿森、吳森琨、陳勝棖、陳開祥、魏瑩、黃振霖、鄭正東、林森明八員，改選為陳金新、陳鐘祈、陳開祥、鄭樂悌、杜逞華、林杰等六員。
四、常務監事原鄭禮桂改選為余潤心。
五、監事原林慶聰、施冠英兩員，改選為朱銘水、陳華清兩員。
六、章程修改部分如附章程。,,,,
082法登000004,2,1,徐文亮,23,0821204,0821204,0821204,2冊10頁,,0,理事長,社團法人澎湖縣智障福利協進會,0821204,澎湖縣馬公市忠孝路一號二樓,以結合澎湖縣關心智障者人士，爭取智障者合法權益，促進智障者福        利為宗旨。,發動民間熱心人士捐助及政府補助。,八十二年十月六日澎湖縣政府,永久性,130000,1,0821208,0980316,0821208,,,,,,,,,
082法登他000001,1,2,徐文亮,16,0820403,0820407,0820517,2冊3頁,1,3,董事長,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路230號縣立文化中心內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,77年6月13日澎湖縣政府（77）澎府教社字第24124號函。,永久。,38806998,1,0820407,0980316,,,,,,1.登記本會第2屆新任董事長。
2.財產總額原為新台幣參仟參佰貳拾參萬玖仟貳佰柒拾捌元，變更登記新台幣參仟捌佰捌拾萬陸仟玖佰玖拾捌元整。
3.本會第二屆第三次董監事議修訂組織章程第三條、第六條、第七條、第九條、第十三條修正過，變更登記。,,,,
083法登000002,2,1,黃水通,24,0830729,0830819,0830819,2冊11頁,,0,薛國忠,社團法人澎湖縣慈光慈善會,0830819,澎湖縣馬公市光復路二０四號,秉持愛心與熱忱，針對急需救助之人廣伸援手，達成促進社會均富、安和樂利、互相關懷照顧之境界。,會員繳費,澎湖縣政府八十一年三月三十一日八一澎府民社字第一四六０四號函,永久,2330770,1,0830826,0980316,0830826,,,,,,,,,
083法登000003,2,2,黃水通,24,0831210,0831213,0831213,2冊11頁,1,0,薛國忠,社團法人澎湖縣慈光慈善會,0830819,澎湖縣馬公市光復路二０四號,秉持愛心與熱忱，針對急需救助之人廣伸援手，達成促進社會均富、安和樂利、互相關懷照顧之境界。,會員繳費,澎湖縣政府八十一年三月三十一日八一澎府民社字第一四六０四號函,永久,2330770,1,0831213,0980316,0831216,,,,,,,,,
084法登000001,1,2,林堭儀,16,0840701,0840701,0840809,2冊3頁,2,3,董事長,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路二三０號縣立文化中心內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,七十七年六月十三日澎湖縣政府(77)澎府教社字第二四一二四號函。,永久設立,62990574,1,0840814,0980316,0840814,,,,,,,,,
084法登他000001,1,2,林堭儀,6,0840923,0840923,0840927,1冊8頁,2,7,陳  興,財團法人澎湖縣馬公市鎖港里北極殿及坤元寺之廟會,0640320,馬公市鎖港里七三號北極殿,佈道教義、社會救濟、教育事業及地方建設。,自由捐助,澎湖縣政府六十四年三月十三日澎府德民行字第０五九四號函許可設立。,無限期,2750150,1,0840923,0980316,,,,,,,,,,
085法登他000001,2,2,林堭儀,23,0850202,0850301,0850302,2冊10頁,2,2,理事長,社團法人澎湖縣智障者家長協會,0821204,澎湖縣馬公市忠孝路一號一樓,以結合澎湖縣關心智障者人士，爭取智障者合法權益，促進智障者福        利為宗旨。,發動民間熱心人士捐助及政府補助。,八十二年十月六日澎湖縣政府,永久性,338298,1,0850301,0980316,,,,,,,,,,
085法登財000001,1,1,林堭儀,25,0850416,0850416,0850419,2冊12頁,,0,董事長,財團法人澎湖縣體育發展基金會,0850416,澎湖縣中興國小內 ︵馬公市光復路一八六號之一︶,以發展澎湖體育活動，普及體育活動，培養體育人才為宗旨。,先由縣政府捐贈嗣後繼續籌集。,澎湖縣政府  八十五年四月二日  八五澎府教社字第一五０五六號函,永久性,2000000,1,0850417,0980316,0850429,,,,,,,,,
085法登財000002,1,1,林堭儀,26,0851116,0851118,0851119,2冊13頁,,0,董事長,財團法人澎湖縣教育會文教基金會,0851118,澎湖縣中興國小（馬公市光復路一八六號）,研究教育、協助發展教育及增進教育人員福利為宗旨。,澎湖縣教育會捐助,澎湖縣政府  八十五年十一月八日八五澎府教社字第六二八七一號函,永久性,3000000,1,0851118,0980316,0851125,,,,,,,,,
086法登他000001,2,2,林堭儀,23,0861211,0861211,0861215,2冊10頁,2,3,理事長,社團法人澎湖縣智障者家長協會,0821204,澎湖縣馬公市忠孝路1號1樓,以結合澎湖縣關心智障者人士，爭取智障者合法權益，促進智障者福        利為宗旨。,發動民間熱心人士捐助及政府補助。,八十二年十月六日澎湖縣政府,永久性,380420,1,0861213,0980316,,,,,,,,,,
086法登社000001,2,1,林堭儀,28,0860122,0860123,0860123,2冊15頁,,0,理事長,社團法人中華民國保存澎湖縣西嶼鄉二崁村聚落協進會,0860123,澎湖縣西嶼鄉二崁村二十三號之一,一、促進政府保存二崁聚落之規劃及相關事項。                          二、配合實質環境建設，協調公共設施等相關事務。                      三、保護二崁自然地景並促進傳統產業之再發展。                        四、研究二崁聚落歷史、人之地景、傳統民俗等文化特色。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其它。,設立許可機關：內政部83年4月27日台(83)內社字第8309953號函,永久性,80000,1,0860123,0980316,0860131,,,,,,,,,
086法登財000001,1,1,林堭儀,27,0860104,0860121,0860121,2冊14頁,,0,董事長,財團法人澎湖社區廣播事業基金會,0860121,澎湖縣馬公市中華路九七號,一、經營無線電調頻廣播事業並促銷相關業務。                          二、各種廣播節目之企劃、制作與播放。                                三、各種廣播節目廣告之經營。                                        四、公共公益服務及社區緊急播報事項。,董、監事及捐助人共同捐助。,行政院新聞局八十五年十二月二日起廣二字第一六七三三號函。,永久性,5000000,1,0860121,0980316,,,,,,,,,,
086法登財000002,1,1,林堭儀,29,0861001,0861002,0861003,2冊16頁,,0,董事長,財團法人林進丁先生文教基金會,0861002,澎湖縣馬公市西文里惠民新村二十之一號,以關懷澎湖鄉土文代為出發點，秉人文主義精神及社區意識觀念，牽動家庭社會，教育文化，生態環境的關係，發展全方位的改造工作為宗旨。,基金由喬昶營造有限公司負責人張端美捐贈,澎湖縣政府中華民國八十六年九月卅日八六澎府教社字第六０五七一號,永久,2000000,1,0861002,0980316,,,,,,,,,,
087法登他000001,1,2,呂仲陸,6,0870324,0870325,0870328,1冊8頁,2,8,陳  興,財團法人澎湖縣馬公市鎖港里北極殿及坤元寺之廟會,0640320,馬公市鎖港里七三號北極殿,佈道教義、社會救濟、教育事業及地方建設。,自由捐助,澎湖縣政府六十四年三月十三日澎府德民行字第０五九四號函許可設立。,無限期,2750150,1,0870325,0980316,0871107,,,,,,,,,
087法登他000003,1,2,呂仲陸,16,0870529,0870605,0870606,2冊3頁,2,4,董事長,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路二三０號縣立文化中心內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,七十七年六月十三日澎湖縣政府(77)澎府教社字第二四一二四號函。,永久設立,97740612,1,0870605,0980316,0871107,,,,,,,,,
087法登他000004,1,2,呂仲陸,15,0870807,0870813,0870813,2冊2頁,2,3,鄭光博,財團法人澎湖縣慈善服務基金會,0760205,澎湖縣馬公市臨海路三十六之一號六樓,協助政府推行社會福利政策，辦理急難救助慈善服務事業。,澎湖縣民眾服務社、東南水泥股份有限公司、長榮集團並接受團體及個人之捐助。,澎湖縣政府七十五年十月六日澎府民社字第四０六二六號函。,無限期,25000000,1,0870813,0980316,0871107,,,,,,,,,
087法登他000005,2,2,呂仲陸,24,0870907,0870908,0870911,2冊11頁,2,4,楊順雄,社團法人澎湖縣慈光慈善會,0830819,澎湖縣馬公市海埔路四一巷十五號,秉持愛心與熱忱，針對急需救助之人廣伸援手，達成促進社會均富、安和樂利、互相關懷照顧之境界。,會員繳費,澎湖縣政府八十一年三月二十八日(八一)澎府民社字第一四六０四號函,永久,2642973,1,0870908,0980316,0871107,,,,,,,,,
087法登他000006,2,2,呂仲陸,14,0871013,0871030,0871106,2冊1頁,1,7,洪啟洋,社團法人澎湖縣博愛慈善會,0750813,澎湖縣馬公市啟明里仁愛路六十一號,為宏揚「人溺已溺」之胸襟，光大行善最樂之美德，秉助人之愛心以服務廣大人群，促進社會福祉，俾達到祥和樂利關愛互助境界之目的。,會員繳會費及樂捐,澎湖縣政府七十五八月四日澎府民社字第三一八六七號,永久,10336726,1,0871031,0980316,,,,,,,,,,
087法登財000001,1,1,呂仲陸,30,0870713,0870714,0870717,2冊17頁,,0,董事長,財團法人中華基督教澎湖浸信會,0810326,澎湖縣馬公市光復路二五七號,便利宣揚基督教教義，發揮宗教仁愛精神，舉辦社會公益或慈善事業。,本教會會友自由奉獻，並接受國內外捐助。,澎湖縣政府八十七年六月二十六日八七澎府民禮字第三八一九０號函。,永久,6013000,1,0870714,0980316,0871107,,,,,,,,,
088法登他000001,1,2,呂仲陸,16,0881012,0881012,0881014,2冊3頁,2,4,董事長,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路二三０號縣立文化中心內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,七十七年六月十三日澎湖縣政府(77)澎府教社字第二四一二四號函。,永久設立,98069937,1,0881012,0980316,,,,,,,,,,
088法登社000001,2,1,呂仲陸,32,0880113,0880114,0880114,2冊19頁,,0,洪林春枝,社團法人澎湖縣棄犬救助協會,0880114,澎湖縣馬公市案山里七０之一八號二樓,推動保護流浪犬工作為宗旨非營利為目的。,樂捐、會費收入。,澎湖縣政府八七年十月廿六日澎府社行字第六五九九一號函,未訂定,112264,1,0880114,0980316,,,,,,,,,,
088法登社000002,2,1,呂仲陸,33,0881101,0881103,0881104,2冊20頁,,0,呂祝義,社團法人澎湖縣東衛呂氏宗親會,0881103,澎湖縣馬公市東衛里一六七之一號,團結宗親，傳承體制，發揚孝悌精神。,會員入會費、上級補助、宗親贊助及其他。,澎湖縣政府八十八年十月十八日八八澎府社行字第六一九八五號函,永久,300000,1,0881103,0980316,,,,,,,,,,
088法登財000001,1,1,呂仲陸,34,0881203,0881203,0881206,2冊21頁,,0,陳美菊,財團法人澎湖妙雲文教基金會,0881203,澎湖縣馬公市水源路二之一號十二樓,本會以舉辦各種成人教育及各階層讀書會為主，嚮導人心正思，以期自我成長，糾正社會暴戾之氣。,由張素貞女士捐助。,澎湖縣政府八十八年十一月十八日八八澎府教社字第六五八三八號函。,永久。,2000000,1,0881203,0980316,,,,,,,,,,
089法登他000001,1,2,呂仲陸,26,0891023,0891031,0891031,2冊13頁,2,2,董事長,財團法人澎湖縣教育會文教基金會,0851118,澎湖縣中興國小（馬公市光復路一八六號）,研究教育、協助發展教育及增進教育人員福利為宗旨。,澎湖縣教育會捐助,澎湖縣政府  八十八年三月三十一日八八澎府教社字第一七○五六號函,永久性,9682009,1,0891031,0980316,,,,,,,,,,
