登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因 
105法登他000237,1,2,陳錦鑾,286,1050624,1050627,1050628,6冊1頁,1,8,董事長,財團法人國立鳳山高級商工職業學校文教基金會,0820105,高雄市鳳山區文衡路51號,以協助國立鳳山高級商工職業學校改善環境、發展校務、拠勵教師（研究及  教學服務績優等）促進學生敦品勵學為目的。,捐助,高雄縣政府、81年12月29日81府教社字第201059號,永久,5850000,1,1050627,,,,,,,章程變更登記章程變更：原章程第6、7、10條於法人105年4月1日第8屆第6次董事會議修正通過，並經本院105年度法字第25號裁定確定准予變更，報經主管機關備查。,,,,
105法登他000238,1,2,陳錦鑾,239,1050624,1050627,1050628,5冊43頁,2,8,董事長,財團法人舍抄樓蘭社會福利基金會,0790905,高雄市前金區中正四路170號,本會以舉辦社會福利慈善事業、及宣揚孝道、增進親情為宗旨。,捐助,高雄縣政府、中華民國79年8月7日 （目的事業主管機關於84年3月15日改隸為內政部）,永久,171367340,1,1050627,,,,,,,財產總額、章程、董事、監察人變更登記一、原財產總額新臺幣87,921,871.0元整，變更為新臺幣171,367,340.0元整。二、章程變更：原章程第4條於104年11月20日，經法人第7屆第5次董事會議通過修正，報經主管機關備查，並經本院101年度法字第23號裁定准予變更確定。修正要旨：原置董事人數5人，修正為7人。三、董事、監察人變更：第7屆董事、監察人任期屆滿，改選第8屆董事、監察人。四、董事、監察人印鑑登記。,,,,
105法登他000239,1,2,陳錦鑾,499,1050627,1050627,1050628,10冊41頁,2,7,董事長,財團法人高雄市黃文獻社會福利慈善事業基金會,0861224,高雄市鹽埕區大勇路18之2號,本會以舉辦或捐助慈善事業為目的,黃清枝等捐助,高雄市政府社會局、民國86年12月22日,永久,11100000,1,1050627,,,,,,,法人名稱、圖記、章程、董事變更登記一、章程變更：原章程第2條於105年5月10日經法人第6屆第7次董事會議修正通過，報經主管機關備查。二、法人主事務所變更為高雄市鹽埕區大勇路18之2號。三、董事變更：第6屆董事任期屆滿，改選第7屆董事。四、董事印鑑登記。,,,,
105法登社000001,2,1,葛羽洪,2,1050927,1050929,1050930,1冊2頁,,,理事長,社團法人高雄市基督教同心建造慈善協會,1050929,高雄市左營區保靖街125號8樓之2,發揚耶穌基督博愛精神，藉援助，訓練，為海內外弱勢有需要者提供不同類型的社會服務，以榮耀上帝。,會員會費及募款,高雄市政府社會局中華民國105年8月23日高市社人團字第10537088100號函,永久,127658,1,1050929,,1051012,,,,,,,,,
105法登社000002,2,1,葛羽洪,3,1051012,1051012,1051013,1冊3頁,,,理事長,社團法人臺灣勞動力就業發展協會,1051012,高雄市左營區立大路50巷17弄13號6樓之3,以研究臺灣產業人力發展與勞動力應用，建構專業培訓發展體系，提升勞動力素質與就業能力，並推動就業服務與發展之交流與活動，提升各行各業勞動力品質與人力發展為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息。,內政部中華民國105年3月23日台內團字第1050018189號函,永久,1000,1,1051013,,1051024,,,,,,,,,
105法登社000003,2,1,葛羽洪,4,1051021,1051021,1051024,1冊4頁,,,理事長,社團法人高雄市百倍恩惠全人關懷協會,1051021,高雄市楠梓區翠屏里德賢路555巷16號3樓,依照聖經真理與價值觀，傳揚真理的愛，關懷與培育社區兒童、青少年、婦女、單親、老人、弱勢等族群，推動全人關懷，並整合（推動）社會資源扶助，培育領袖人才有更普遍、更深遠的影響為宗旨。,會員會費及捐助、活動工本費、委託受益、基金及其孳息、其他收入。,高雄市政府社會局中華民國105年10月5日高市社人團字第10538312700號函,永久,1000,1,1051024,,,,,,,,,,,
105法登社000004,2,1,葛羽洪,5,1051021,1051021,1051025,1冊5頁,,,理事長,社團法人高雄市孔孟儒學研究學會,1051021,高雄市楠梓區大學二十六街30號2樓之6,研究儒學義理內涵，探索孔孟思想精義，弘揚儒家核心價值，促進健康和諧社會。,會員入會費、常年年費、會員捐款。,高雄市政府社會局中華民國105年7月21日高市社人團字第10536074000號函,永久,115611,1,1051024,,,,,,,,,,,
105法登社000005,2,1,葛羽洪,7,1051108,1051108,1051109,1冊7頁,,,理事長,社團法人高雄市愛種樹協會,1051108,高雄市鳥松區大智路191號,1.推展種樹護地球、生態環境、關懷生命之社會價值宣導與活動。2.整合社會資源、擔任政府機關及民間需求橋樑等，促進大地及社會健康環境。3.舉辦種樹實物工作人員相關研習。4.配合政府辦理公益事業推動。,入費會、常年費會、事業費及會員捐款等。,高雄市政府社會局中華民國103年5月13日高市社人團字第10334121200號函,永久,1072863,1,1051108,,1051121,,,,,,,,,
105法登社000006,2,1,葛羽洪,10,1051115,1051115,1051116,1冊10頁,,,理事長,社團法人高雄市基督教光耀教會協會,1051115,高雄市旗山區中學路14號,以傳揚基督福音，關懷社區及服務青少年為宗旨。,入會費、常年會費、事業費、捐款、委託收益、基金及其孳息、其他收入。,高雄市政府社會局中華民國105年10月19日高市社人團字第10538688100號函,永久,110000,1,1051115,,1051128,陳季慧,高雄市鼓山區九如四路955巷48號,804,,,,,,
105法登社000007,2,1,葛羽洪,11,1051118,1051118,1051121,1冊11頁,,,理事長,社團法人高雄市樂馨社會福利關懷協會,1051118,高雄市大社區和成街一巷23號,本會以提高長期照顧服務品質，協助政府推動服務工作，並辦理社會福利事業為宗旨,會費及捐助,高雄市政府社會局中華民國105年10月13日高市社人團字第10538485900號函,永久,20000,1,1051209,,1051201,,,,,,,,,
105法登社000008,2,1,葛羽洪,14,1051205,1051205,1051206,1冊14頁,,,理事長,社團法人高雄市永安區烏樹林社區發展協會,1051205,高雄市永安區保安路130巷2弄29號,非以營利為目的之社會團體，以促進社區發展，增進居民福利，建設安和融洽、團結互助之現代社會為宗旨。,入會費、常年會費、社區生產收益、捐助收入。,高雄市永安區公所中華民國105年11月3日高市永區社字第10531055400號函。,永久,62152,1,1051206,,,,,,,,,,,
105法登社000009,2,1,葛羽洪,15,1051205,1051205,1051206,1冊15頁,,,理事長,社團法人高雄市昌永慈馨會,1051205,高雄市鳥松區中正路179之3號,本會本於關懷弱勢之精神讓受幫助者皆能感受溫馨，消弭暴戾共享和平,常年會費、事業費、會員捐款、委託收益、基金及其他孳息。,高雄市政府社會局中華民國101年6月19日高市社人團字第10135680000號函。,永久,19640,1,1051206,,,,,,,,,,,
105法登社000010,2,1,葛羽洪,21,1051227,1051227,1051228,1冊21頁,,,理事長,社團法人台灣兒童重症暨加護醫學會,1051227,高雄市鳥松區大埤路123號兒童大樓7樓辦公室（18）,本會以聯絡國內外人士共同發揚推廣及提升兒童重症醫學之教學研究，預防及應用，及增進兒童重症病人醫療照護為宗旨。,入會費、常年會費、事業費、會員之捐助、委託受益、基金及其孳息、其他收入。,內政部中華民國105年8月19日台內團字第1051402863號函,永久,20000,1,1051227,,1051227,,,,,,,,,
105法登財000001,1,1,葛羽洪,1,1050913,1050913,1050913,1冊1頁,,,董事長,財團法人高雄市華仁社會福利慈善事業基金會,1050913,高雄市湖內區長壽路65巷6弄1號,本會以辦理社會福利慈善事業為目的。,本會由高燕豐、楊宗根捐助成立。,高雄市政府社會局中華民國105年9月6日高市社人團字第10537320900號函,永久,10000000,1,1050919,,1050929,,,,,,,,,
105法登財000002,1,1,葛羽洪,13,1051128,1051128,1051129,1冊13頁,1,3,董事長,財團法人桃園市有愛社會福利慈善基金會,1051128,桃園市龜山區長峰路116號,以辦理社會福利慈善事業為主要目的，並以服務弱勢、提升其權益與福利為本會宗旨。本會目的事業：一.關於急難救助及災害救濟事項。二.關於社會福利及低收入補助事項。三.關於兒童福利、青少年福利、婦女福利、老人福利及殘障福利事項。四.關於弱勢族群教育、獎助學金事項。五.贊助其他公益團體活動及相關議題研討事項。六.接受主管機關指導辦理事項。七.其他有關社會福利慈善事業事項。,捐助。,桃園縣政府中華民國97年9月12日府社發字第0970302392號函,永久,14005358,1,1051128,,1051214,,,,,,,,,
106法登他000001,1,2,葛羽洪,24,1060104,1060104,1060105,1冊24頁,1,6,董事長,財團法人高雄市私立寶光建德社會福利慈善事業基金會,0820811,高雄市六龜區新寮里三民路81號,以舉辦社會福利慈善事業為宗旨,捐助,82年7月21日高雄縣政府（八二）府社福字第一二二六三三號函,永久,106926320,1,1060104,,1060109,,,,,財產總額變更財產總額原為新台幣：109,209,720元，變更為新台幣：106,926,320元,,,,
106法登他000002,2,2,葛羽洪,25,1060104,1060112,1060112,1冊25頁,1,4,理事長,社團法人高雄市長期照顧專業協會,0950801,高雄市燕巢區深水里深水路3之20號4樓,本會為提高長期照護護理服務品質，協助政府推行長期照護服務工作，加強學術團體之聯繫及合作，以及維護會員權益和福利為宗旨,會員會費及捐助等,高雄縣政府95年6月28日府社行字第0950146048號函,永久,110000,1,1060112,,1060124,,,,,事務所變更。主事務所變更為：高雄市燕巢區深水里深水路3之20號4樓。,,,,
106法登他000003,1,2,葛羽洪,26,1060105,1060105,1060105,1冊26頁,2,5,董事長,財團法人高雄市大社區保元宮,0811028,高雄市大社區保安里大社路87號,本宗教仁愛之精神傳揚道教教義及辦理社會公益慈善事業,捐助,台灣省高雄縣政府中華民國81年10月3日八一府民禮字第146448號函,永久,892467,1,1060105,,1060119,,,,,董監事改選、章程修訂一、任期屆滿改選產生第6屆董監事。二、捐助及組織章程第11條修訂,,,,
106法登他000004,1,2,葛羽洪,27,1060113,1060113,1060113,1冊27頁,1,8,董事長,財團法人台灣省高雄縣橋頭鄉福智寺,0800904,高雄市橋頭區新莊里佛神路47之1號,本濟世之精神，傳揚佛教教義及辦裡社會公益慈善事業,圓明寺等捐助,高雄縣政府，中華民國82年2月3日（八二）府民禮字第16318號函,永久,2750000,1,1060113,,,,,,,補發印鑑證明書,,,,
106法登他000005,1,2,葛羽洪,28,1060111,1060111,1060111,1冊28頁,2,5,董事長,義大醫療財團法人,0890417,高雄市燕巢區角宿里義大路1號,以從事醫療事業辦理醫療機構為目的,林義守等捐助,行政院衛生署、中華民國89年3月31日衛署醫字第89016858號函,永久,1000000000,1,1060111,,1060117,,,,,董監事改選、章程修訂（一）、任期屆滿、改選產生第六屆董監事。（二）、捐助章程第二條及第四條變更。,,,,
106法登他000006,1,2,葛羽洪,30,1060116,1060116,1060116,1冊30頁,2,2,董事長,財團法人善慧恩社會慈善基金會,1000303,高雄市左營區大順一路93號9樓之1,本會以辦理社會慈善事業為目的,由黃弘仁捐助,內政部100年2月14日內授中社字第1000002095號函,永久,30000000,1,1060116,,1060203,,,,,章程變更捐助及組織章程第四條、第五條、第九條變更,,,,
106法登他000007,2,2,葛羽洪,31,1060117,1060117,1060117,1冊31頁,2,1,理事長,社團法人台灣高齡照顧協會,1040915,高雄市左營區安吉街401號9樓之1,以辦理及推動老人福利為目的,會員繳納會費及捐助,內政部中華民國102年3月7日台內社字第1020076493號函,永久,24730,1,1060120,,1060220,,,,,任期屆滿改選理、監事。任期屆滿，改選產生第二屆理，監事,,,,
106法登他000008,1,2,葛羽洪,32,1060119,1060120,1060120,1冊32頁,2,3,董事長,財團法人傳壽醫療基金會,1060119,高雄市鳥松區大埤路123之12號27樓之1,本會以促進醫學研究，改善醫療水準，提高民眾醫學知識為宗旨,由何佩珊、何佩珍、何佩娟等捐助,行政院衛生署95年12月26日衛署醫字第0950215096號函,永久,10000000,1,1060120,,1060330,,,,,任期屆滿、董監事改選任期屆滿，改選產生第四屆董監事,,,,
106法登他000009,1,2,葛羽洪,33,1060120,1060120,1060120,1冊33頁,2,3,董事長,財團法人高雄市仁武區八卦國民小學教育發展基金會,0830530,高雄市仁武區八卦里永仁街555號,提升八卦國民小學教育品質為宗旨,捐助及高雄縣政府補助,83年5月28日高雄縣政府八三府教社字第90177號函,永久,2000000,1,1060120,,1060208,,,,,任期屆滿、董監事改選任期屆滿，改選產生第四屆董事。,,,,
106法登他000010,1,2,葛羽洪,34,1060109,1060206,1060206,1冊34頁,1,4,董事長,財團法人中華基督教岡山浸信會,0800904,高雄市岡山區介壽西路54號,傳揚福音領人歸主，遵行聖經教訓，發揚基督教救世精神，並視需要辦理教育，托兒及慈善事業等，以服務社會。,捐助,高雄縣政府八十年七月三日八十府民禮字第九二九六八號函,永久,4528000,1,1060206,,1060215,,,,,捐助章程條文順序調整原第12條條號變更為第13條、第13條條號變更為第14條、第14條條號變更為第12條並在第12條與第13條中間插入「董事會職權（第13調至第19條）：」等字樣、第17條條號變更為第20條、第18條條號變更為第21條、第19條條號變更為第18條、第20條條號變更為第22條、第21條條號變更為第17條、第22條條號變更為第19條。,,,,
106法登他000011,2,2,葛羽洪,35,1060206,1060206,1060206,1冊35頁,2,5,理事長,社團法人高雄市職能治療師公會,1020423,高雄市岡山區程香里碧紅街272巷8號,本會以發展職能治療專業，協助政府推動衛生保健及社會福利政策，提升全民健康，並促進會員權益為宗旨。,會費及捐助,高雄市政府社會局90年1月12日高市社局一字第1055號函,永久,1415242,1,1060206,,1060220,,,,,理、監事改選任期屆滿、改選產生第六屆理、監事,,,,
106法登他000012,1,2,葛羽洪,36,1060206,1060206,1060206,1冊36頁,2,9,董事長,財團法人陽光社會福利基金會,1000819,臺北市中山區南京東路3段91號3樓,以辦理灼燙傷及顏面損傷者之社會福利為目的。,由李娟、孫妙雪、陳俊良等捐助,內政部中華民國100年4月20日內授中社字第1000009108號函,永久,162276000,1,1060206,,1060324,,,,,任期屆滿，董、監事改選。任期屆滿，改選產生第10屆董、監事。,,,,
106法登他000013,1,2,葛羽洪,37,1060207,1060207,1060207,1冊37頁,2,6,董事長,財團法人首席消防安全設備維護基金會,0820727,高雄市左營區至真路11號,協助國內發展各種消防安全設備之技術，推廣消防學術交流，暨強化大樓建築物消防設施，提供消防安全之維護及管理知識、技術與服務以減少災害損失，保障民眾生命財產權益，促進社會公共安全。,捐助,高雄市政府警察局、民國82年7月6日82高市警消字第53304號函（84年8月30日主管機關變更為內政部）,永久,10000000,1,1060207,,1060213,,,,,任期屆滿，改選第七屆董、監事。任期屆滿，改選產生第七屆董、監事,,,,
106法登他000014,2,2,葛羽洪,38,1060209,1060210,1060210,1冊38頁,2,3,理事長,社團法人高雄市中華生物能醫學氣功協會,1000429,高雄市左營區光興街43號8樓,本會以協助政府推展體育運動，倡導國人修練生物能醫學氣功，增進體適能，強健體魄，維持國民身心健康快樂，促進人性和諧進步，全體會員教練，均以義工服務為志業，用善行的力量關懷弱勢，並以四大精神銘言：健康、快樂、和諧、善行的指標為宗旨。,會費及捐助,高雄市政府社會局99年10月14日高市社局一字第0990048150號函,永久,100000,1,1060210,,1060218,,,,,任期屆滿，理監事改選。任期屆滿，改選產生第4屆理監事,,,,
106法登他000015,1,2,葛羽洪,39,1060215,1060215,1060215,1冊39頁,2,5,董事長,財團法人天主教會高雄教區山地教會,0811130,高雄市六龜區義寶里太平路29號,向山地原住民宣揚天主教教義及辦理社會公益慈善教育等事業並協助政府改善山地原住民生活品質，提升道德及教育水準為目的。,由財團法人天主教會高雄教區撥贈,台灣省政府民政廳民國81年11月10日81民五字第26267號函（主管機關變更為內政部）,永久,20470838,1,1060215,,1060306,,,,,任期屆滿、董監事改選任期屆滿，改選產生第6屆董、監事,,,,
106法登他000016,1,2,葛羽洪,40,1060216,1060216,1060216,1冊40頁,1,11,董事長,財團法人烏林國民小學教育發展基金會,0821214,高雄市仁武區烏林里林森巷23號,協助烏林國民小學改善環境，發展校務獎勵教師進修，促進學生敦品勵學。,上級補助及捐助。,82年11月22日高雄縣政府八二府教社字第198344號函,永久,2000000,1,1060216,,1060421,,,,,捐助及組織章程變更原捐助及組織章程第六條、第十一條條文內容變更。,,,,
106法登他000017,1,2,葛羽洪,41,1060217,1060217,1060217,1冊41頁,1,6,董事長,財團法人高雄市永安區沿海岸漁民漁業發展基金會,0830723,高雄市永安區新港里新興路27之1號,漁民漁業發展,中油公司捐助,高雄縣政府83年7月9日83府農漁字第116521號函,永久,220000000,1,1060217,,1060306,,,,,任期中董事變更第6屆任期中董事邱定雄死亡，遞補候補董事郭進南先生。,,,,
106法登他000018,1,2,葛羽洪,42,1060218,1060218,1060218,1冊42頁,2,6,董事長,財團法人李玉全文教基金會,0830705,高雄市左營區博愛三路12號7樓,本會以推動文化教育、重建社會倫理道德為宗旨。,由李玉全興業股份有限公司等捐助,教育部中華民國83年7月1日台83社字第034520,永久,10000000,1,1060218,,1060522,,,,,任期屆滿、董監事改選任期屆滿、改選產生第7屆董監事。,,,,
106法登他000019,2,2,葛羽洪,43,1060218,1060218,1060218,1冊43頁,1,2,理事長,社團法人台灣來去華語協會,1000323,高雄市左營區洲仔北街77號12樓,本會成立之宗旨，在於研究、開展與引領華語在全球人類生活、文化、移動、人權、科技與創新等至少六層面之角色、功能及現象探討。,會費及捐助,內政部100年2月1日台內社字第1000022490號函,永久,70000,1,1060218,,,,,,,任期屆滿、董監事改選，章程變更。任期屆滿，改選產生第3屆理、監事，章程第28條內容變更，主事務所變更。,,,,
106法登他000020,1,2,葛羽洪,44,1060218,1060218,1060218,1冊44頁,1,7,董事長,財團法人高雄市援中港代天府,0790726,高雄市楠梓區德中路81巷45號,宣揚道教教義及辦理社會慈善福利事業。,捐助,高雄市政府民政局79年4月24日79高市民政三字第2988號函,永久,10163000,1,1060218,,1060306,,,,,第7屆任期中董事長死亡改選任期中第7屆董事長吳國平死亡、遞補董事李清讚先生，並改選董事長為李清讚先生,,,,
106法登他000021,1,2,葛羽洪,45,1060220,1060220,1060620,1冊45頁,2,11,董事長,財團法人孔孟聖道文教基金會,0760715,高雄市湖內區葉厝村保生路392號,以復興中華文化、發揚孔孟思想、提振人類本具良知良能、促進世界大同為宗旨,捐助,教育76年7月1日台〈76〉高字第29280號函,永久,1500000,1,1060220,,1060314,,,,,任期屆滿、董監事改選任期屆滿，改選產生第12屆董、監事,,,,
106法登他000022,1,2,葛羽洪,46,1060221,1060221,1060221,1冊46頁,1,8,董事長,財團法人高雄市大樹區溪埔國民小學教育發展基金會,0830224,高雄市大樹區溪埔里溪埔路43號,本會以提高教育品質為宗旨,捐助及高雄縣政府補助,高雄縣政府、民國83年1月19日83府教社字第9709號函,永久,2110100,1,1060221,,1060306,,,,,董事長變更、常務董事遞補原任董事長退休、新任校長洪婉茹繼任董事長，原任常務董事死亡、由張麗蘭女士遞補為常務董事,,,,
106法登他000023,1,2,葛羽洪,47,1060221,1060221,1060221,1冊47頁,2,2,董事長,財團法人高雄市私立小天使家園,0991004,高雄市仁武區赤山里仁雄路92之8號,本園以辦理嬰幼兒及兒童少年社會福利慈善事業為宗旨,由社團法人高雄市惠急慈善會捐助,高雄縣政府99年8月18日府社福字第0990215128號函,永久,37596824,1,1060221,,1060306,,,,,任期屆滿、董監事改選任期屆滿，改選產生第3屆董監事,,,,
106法登他000024,2,2,葛羽洪,50,1060307,1060307,1060307,1冊50頁,1,6,董事長,財團法人高雄市私立愛心老人養護中心,0880617,高雄市美濃區中圳里泰安路249巷2之2號,本中心以舉辦老人福利慈善事業為宗旨,內政部獎助及古煥輝、溫和琴等捐助,高雄縣政府88年5月28日88府社福字第101448號函,永久,55076198,1,1060307,,1060412,溫和琴,高雄市美濃區泰安路249巷2之2號,843,,章程變更原捐助章程第十條經董事會議通過變更內容如下：增訂章程第十條第一項第七款、章程之修訂。第八款、財產之處分。第一項第七款章程之變更如有民法第62條、第63條之情形，應先聲請法院為必要之處分後，送主管機關備查。第一項第八款財產之處分，僅於財團目的範圍內，就捐助資財產有處分權。,,,,
106法登他000025,1,2,葛羽洪,48,1060222,1060222,1060222,1冊48頁,1,7,董事長,財團法人高雄市金山道院,,高雄市燕巢區金山里金山路6號之1,以宏揚一貫道宗旨，培養道親虔誠信仰、修道生活化為目的，已覺覺人，匡挽社會之頹糜，化世界臻為大同為理想及辦理社會慈善事業。,捐助,高雄縣政府81年4月22日81府民禮字第52487號函,永久,36960655,1,1060301,,1060314,,,,,財產總額變更,,,,
